Batch,Gene,sgRNA,AEI,A2CEditingIndex,A2TEditingIndex,C2AEditingIndex,C2GEditingIndex,C2TEditingIndex
ALPHA,JUNB,JUNB_2,0.898995774877,0.0618240756877,0.0986157119236,0.0830827267861,0.057268002367,0.252473315201
ALPHA,IRF6,IRF6_2,0.920075684052,0.0646493109275,0.0985831878189,0.083157967617,0.0589301549069,0.25287085114
ALPHA,JADE3,JADE3_2,0.896017025828,0.0654683014335,0.0940149095909,0.0798569821166,0.0553505945937,0.256488807366
ALPHA,ISL2,ISL2_3,0.901432659112,0.0629084048162,0.0988091472872,0.082987029314,0.0589503195368,0.257260287325
ALPHA,JUN,JUN_3,0.894524729462,0.0628293706634,0.0974057766292,0.0812310249528,0.0597983507763,0.251594547915
ALPHA,IRX5,IRX5_1,0.932309957429,0.0637626392653,0.0968281093739,0.0821093980405,0.0583123601061,0.25480724556
ALPHA,ISX,ISX_3,0.922250595822,0.0638885203464,0.100024609789,0.0849021870163,0.0569580754698,0.252765670804
ALPHA,JRKL,JRKL_2,0.908509366641,0.0625625101273,0.0994428823416,0.0802469244349,0.0568969950376,0.247231135568
ALPHA,JRK,JRK_1,0.909240716909,0.061136989621,0.0935901070031,0.0823146321176,0.0564646193975,0.248646161011
ALPHA,IRF7,IRF7_3,0.900902258343,0.0605201141184,0.0948168095818,0.0854059190587,0.0565056483868,0.252694152557
ALPHA,JMJD6,JMJD6_1,0.909290960868,0.0614671861745,0.0970422353597,0.0792123236637,0.054060133985,0.245656043087
ALPHA,ISL1,ISL1_3,0.918283514114,0.062180317444,0.100971085677,0.0843480751629,0.0612261235141,0.257370993777
ALPHA,IWS1,IWS1_1,0.950110391618,0.0641439242079,0.100068038264,0.0831362269983,0.0574084500822,0.261521112216
ALPHA,IRX1,IRX1_1,0.918393700327,0.0628608286182,0.100284974282,0.0816940439139,0.0585702889315,0.248958752922
ALPHA,JMJD4,JMJD4_3,0.906343123936,0.0642863850104,0.0991581868767,0.0853442028031,0.0586097655248,0.253787022807
ALPHA,INO80,INO80_2,0.927805534162,0.0605597747821,0.0966015823214,0.0783059331395,0.0560524115616,0.252829813981
ALPHA,IRX4,IRX4_1,0.903880651204,0.061064906967,0.099413525616,0.0829490165456,0.0595332465214,0.256073872054
ALPHA,ISX,ISX_2,0.949716606572,0.0628550024885,0.104977787611,0.0795132572307,0.0596396783512,0.268822943153
ALPHA,IRF9,IRF9_1,0.907634872243,0.0624122756784,0.0995730648467,0.0832841520695,0.0580701602858,0.253289862354
ALPHA,IRF6,IRF6_3,0.910944690433,0.0661057740755,0.0986908572705,0.0825254840188,0.0613742067687,0.253499592365
ALPHA,IRF8,IRF8_2,0.893590445555,0.0623969246655,0.0955265610438,0.082989992851,0.0561284617128,0.244378562595
ALPHA,JPH2,JPH2_2,0.925605049603,0.0632820142646,0.0984546856422,0.0830324298156,0.0587797487247,0.259148548978
ALPHA,IRF2,IRF2_1,0.901081861768,0.0632700067781,0.0967373828693,0.0831197418581,0.0603329444105,0.250758240347
ALPHA,JMJD7,JMJD7_2,0.89768255893,0.0622083981337,0.101628696744,0.0822731943867,0.0623673315724,0.260134421663
ALPHA,ISL2,ISL2_1,0.923693757122,0.0620430012603,0.0978153648893,0.0817363764013,0.0575678621442,0.256851190652
ALPHA,IRF4,IRF4_3,0.912927343518,0.0609474810837,0.0981294211686,0.0819210834944,0.0574767208274,0.254553429303
ALPHA,JRKL,JRKL_1,0.942478146082,0.0621479160967,0.0934689679504,0.0827587365388,0.0563934827726,0.25104742783
ALPHA,IWS1,IWS1_3,0.974638804528,0.0643970956215,0.094904731162,0.0830884649558,0.0570871489106,0.250627462871
ALPHA,JAK2,JAK2_2,0.921204990192,0.0636055691776,0.10058769793,0.0822468154965,0.0563241997006,0.248234219054
ALPHA,JMJD7,JMJD7_3,0.910251418285,0.0634032872641,0.0949913996808,0.0778110121808,0.058407880021,0.248070652619
ALPHA,JDP2,JDP2_1,0.925159946407,0.0620749618294,0.0972937358345,0.0809145598308,0.0586921978023,0.254791959273
ALPHA,ISG20,ISG20_2,0.890868139336,0.0636622296963,0.0938045762662,0.076553671256,0.0544741561037,0.244314849753
ALPHA,JADE3,JADE3_3,0.913918219241,0.061913156979,0.0954070782232,0.0833377632104,0.0611457879594,0.253042631274
ALPHA,IRF8,IRF8_3,0.901187357201,0.0595253822136,0.0932294024365,0.0785906470328,0.0526090418767,0.24444112128
ALPHA,IRX1,IRX1_2,0.898159559664,0.0634193279423,0.098350259531,0.0784860827604,0.058770428508,0.249581350912
ALPHA,IRF2BP2,IRF2BP2_2,0.878281936765,0.0644773646799,0.0983552566311,0.0810138916036,0.0580456529552,0.25135434917
ALPHA,ITGB3BP,ITGB3BP_3,0.911683362583,0.0664747434773,0.0968647895196,0.0815645225206,0.0606061899407,0.257245712488
ALPHA,JUND,JUND_1,0.918335559227,0.0621710321901,0.102944652657,0.0819802115856,0.0600163782539,0.252885115626
ALPHA,ISL2,ISL2_2,0.893657990937,0.0613831741022,0.0922015513413,0.0780173131119,0.0565540571639,0.243225274526
ALPHA,IRF5,IRF5_2,0.919385974166,0.0625441595595,0.0973085029408,0.0812879101652,0.0556773099309,0.252286397964
ALPHA,JRKL,JRKL_3,0.898577081976,0.0617307459849,0.0912338660111,0.0770013909835,0.0567640710682,0.249022474712
ALPHA,IRX4,IRX4_2,0.919398549134,0.0620424890784,0.0925475004498,0.0807731290783,0.0583268314262,0.252300039754
ALPHA,ZNF263,ZNF263_1,0.914700342855,0.0616540425708,0.102179353148,0.0797001203018,0.0587510805945,0.251340562792
ALPHA,ZNF274,ZNF274_3,0.88916079798,0.0623030722379,0.0967449620595,0.081471024653,0.056265661723,0.24274478057
ALPHA,ZNF319,ZNF319_3,0.916064978029,0.0622532491975,0.100423270792,0.0818569916378,0.0598099517669,0.255936612479
ALPHA,ZNF322,ZNF322_1,0.900222148422,0.0639372114177,0.09879364041,0.0811761630722,0.0593835829843,0.254899305541
ALPHA,ZNF257,ZNF257_2,0.901002770588,0.0624582961006,0.099088522169,0.0797551338644,0.0588070532707,0.258313873971
ALPHA,ZNF320,ZNF320_1,0.903396441807,0.0643388344632,0.0962932421828,0.0811856119335,0.0590610468067,0.256263421618
ALPHA,ZNF304,ZNF304_2,0.948747120466,0.0621418139315,0.102685112238,0.0846413110464,0.060466959024,0.265294513273
ALPHA,ZNF304,ZNF304_3,0.906751000061,0.0602347060132,0.0945680443145,0.082188481718,0.0567893276912,0.253829128965
ALPHA,ZNF317,ZNF317_1,0.920258289931,0.0636362301815,0.0967826015266,0.0785961917332,0.0565005476942,0.252535421241
ALPHA,ZNF26,ZNF26_2,0.914421079946,0.0632985945922,0.0981040972162,0.0834993678178,0.0610339890795,0.254135828088
ALPHA,ZNF2,ZNF2_3,0.909394218214,0.0623572472561,0.102318949875,0.0811092323576,0.0601542170538,0.253885502147
ALPHA,ZNF267,ZNF267_2,0.915356364187,0.0647078797319,0.096616444594,0.0807059221411,0.0592334770399,0.260826131488
ALPHA,ZNF264,ZNF264_1,0.902410599543,0.0566512211577,0.0968904213251,0.0808193823542,0.0567544990114,0.243659852856
ALPHA,ZNF324B,ZNF324B_1,0.891270239126,0.0622882463411,0.0939644081916,0.0792903026599,0.055584579867,0.253557556992
ALPHA,ZNF318,ZNF318_1,0.902712923276,0.0601902094692,0.096869188452,0.0818049146326,0.0557760175801,0.249647686147
ALPHA,ZNF324,ZNF324_2,0.906591499777,0.0624076931039,0.0993591378658,0.0795466631522,0.0577225478326,0.250867271781
ALPHA,ZNF274,ZNF274_1,0.903287942158,0.0633464321436,0.0991544390449,0.0810875366914,0.058462544779,0.254591720875
ALPHA,ZNF30,ZNF30_3,0.909780534792,0.061094692302,0.097179351146,0.080939224009,0.0569657210034,0.247845626145
ALPHA,ZNF304,ZNF304_1,0.915731266125,0.0594279563616,0.0934653694346,0.0771346811452,0.0540168478493,0.243567384101
ALPHA,ZNF260,ZNF260_1,0.902782035733,0.0606774606426,0.0954611270297,0.0810846681884,0.0551660918138,0.25015461905
ALPHA,ZNF280C,ZNF280C_2,0.912056752893,0.0626460590347,0.100131156698,0.0819127468001,0.0568952675627,0.2562452723
ALPHA,ZNF263,ZNF263_2,0.915885654661,0.062836163328,0.0900182617167,0.0800528624258,0.0577003348645,0.242767601681
ALPHA,ZNF273,ZNF273_3,0.890533061592,0.0633331859525,0.0940151273778,0.0794455927928,0.0588882581382,0.251166220748
ALPHA,ZNF284,ZNF284_3,0.909923221214,0.0637406382626,0.0993069718708,0.081388732135,0.0578279000137,0.246663491564
ALPHA,ZNF318,ZNF318_2,0.935053123366,0.0609292372559,0.0930490994493,0.0837992197726,0.0609284393388,0.246162759348
ALPHA,ZNF28,ZNF28_1,0.907251423462,0.0633871182734,0.103572320066,0.0823575465322,0.0604832473755,0.248888916034
ALPHA,ZNF277,ZNF277_2,0.927768694095,0.0593847615715,0.0998661717177,0.0803344634976,0.0579888386194,0.258627795177
ALPHA,ZNF280D,ZNF280D_2,0.956023332868,0.06407414438,0.0994827308041,0.0795820753663,0.0582644537956,0.252576247419
ALPHA,ZNF287,ZNF287_2,0.898961498323,0.0618195106798,0.0954061625054,0.0817644875689,0.0566704630661,0.252885410197
ALPHA,ZNF266,ZNF266_2,0.909616570093,0.0609839569991,0.0973565456772,0.0798596699301,0.057513040648,0.249779562699
ALPHA,ZNF282,ZNF282_3,0.92571177569,0.0642679111888,0.0991030852207,0.0794535038481,0.0575039863396,0.252829933764
ALPHA,ZNF283,ZNF283_3,0.906306620523,0.0634731763253,0.102046566943,0.0838617070632,0.0591035568368,0.267576271085
ALPHA,ZNF285,ZNF285_1,0.898211684365,0.059436776705,0.0989374865787,0.0787136998266,0.0577831296864,0.255658720172
ALPHA,ZNF263,ZNF263_3,0.895536809681,0.0591332221294,0.0949687420702,0.083101493378,0.0569802130731,0.249729325893
ALPHA,ZNF26,ZNF26_1,0.87971760068,0.0621566764466,0.0931773952413,0.0783035211919,0.0565466075651,0.246742585037
ALPHA,ZNF273,ZNF273_1,0.920612677493,0.0586843879572,0.0965848888001,0.0819134479285,0.0576755985382,0.248025840563
ALPHA,ZNF273,ZNF273_2,0.927525721055,0.0635486559872,0.100965583116,0.0838066645828,0.0564460224361,0.254168458957
ALPHA,ZNF280C,ZNF280C_1,0.907478637902,0.062786987941,0.0986046691642,0.0799507099243,0.0581304715572,0.257722857287
ALPHA,ZNF286A,ZNF286A_2,0.931875741663,0.0628502335949,0.0988611489486,0.0858417218798,0.0570562646601,0.254659016412
ALPHA,ZNF266,ZNF266_1,0.9050398987,0.0621257030397,0.0934429009113,0.0840251011326,0.0571035851992,0.250743356344
ALPHA,ZNF277,ZNF277_1,0.934111661411,0.0637753113582,0.0993684604337,0.0825303733199,0.0595410067012,0.253555735559
ALPHA,ZNF280D,ZNF280D_3,0.926564635398,0.0646971938519,0.102135826796,0.0843038401445,0.0574871013546,0.254608064123
ALPHA,ZNF283,ZNF283_1,0.914429618798,0.0641698225842,0.100533897914,0.0801311476915,0.0615836879561,0.257479693486
ALPHA,ZNF276,ZNF276_1,0.911126352929,0.0612362282491,0.0967069817794,0.0816534086197,0.0568842245271,0.253457960767
ALPHA,ZNF276,ZNF276_3,0.917398991492,0.061778562538,0.097130506189,0.0862882535505,0.0594626748444,0.258833150204
ALPHA,ZNF30,ZNF30_2,0.923087180868,0.060643947029,0.0926373499535,0.0807859562356,0.0574295626632,0.238669354145
ALPHA,ZNF282,ZNF282_2,0.929459911961,0.0641134356016,0.0994004152464,0.077610055412,0.0592517753168,0.258251061424
ALPHA,ZNF275,ZNF275_3,0.932241859974,0.0629840118052,0.0996488789047,0.0853631683833,0.0604267779971,0.259249486186
ALPHA,ZNF302,ZNF302_2,0.922682917842,0.0629935063124,0.0981978394262,0.0801067058437,0.0615874483775,0.260995420717
ALPHA,ZNF282,ZNF282_1,0.94186636353,0.0626629326187,0.100924954643,0.0827007471743,0.0622979690059,0.258336310157
ALPHA,ZNF286A,ZNF286A_1,0.890720007044,0.0617516759536,0.0984822521225,0.0842498772478,0.0576858838559,0.255449976459
ALPHA,ZNF319,ZNF319_2,0.893619474218,0.0595897435897,0.0972621025702,0.0801173703076,0.0586355892079,0.252872109759
ALPHA,ZNF311,ZNF311_2,0.91683082336,0.0643407604648,0.0949004635942,0.0770175697208,0.0569923028105,0.246231186744
ALPHA,ZNF267,ZNF267_1,0.932194623528,0.0622381024238,0.0955959337723,0.0832640850616,0.0612224111666,0.246658694549
ALPHA,ZNF2,ZNF2_2,0.901965057708,0.0638426788972,0.0979056631501,0.0814468588612,0.0585709402241,0.258914817883
ALPHA,ZNF292,ZNF292_2,0.938621363878,0.06292255424,0.0965567412572,0.0862262166475,0.0613754906235,0.25511228415
ALPHA,ZNF264,ZNF264_2,0.921352269106,0.0619701743548,0.0981060037198,0.0824090567988,0.0555234816169,0.245643566268
ALPHA,ZNF276,ZNF276_2,0.911786994122,0.0638175819838,0.0957392952979,0.0813286863397,0.0570007352543,0.247409730028
ALPHA,ZNF316,ZNF316_1,0.928730334065,0.0649053623047,0.100258209362,0.0830954796071,0.0604671293801,0.256731679002
ALPHA,ZNF283,ZNF283_2,0.887687813505,0.0653370082315,0.104775190557,0.0827468981122,0.0563966618358,0.256230552822
ALPHA,ZNF311,ZNF311_3,0.890205295971,0.0648673755303,0.0919608915649,0.0814574497615,0.0571721339006,0.254510938775
ALPHA,ZNF324B,ZNF324B_2,0.896903347664,0.064620599759,0.0943341289284,0.0815234868379,0.0593529502151,0.252101408926
ALPHA,ZNF302,ZNF302_3,0.893927621802,0.0627543448861,0.0953401793319,0.0803402716041,0.0572780329047,0.250679008673
ALPHA,ZNF280B,ZNF280B_3,0.908207307069,0.0621584064827,0.095678939065,0.0814886737039,0.0581789138545,0.251870482797
ALPHA,ZNF257,ZNF257_1,0.887213516073,0.059322260961,0.0958985059482,0.0821801257971,0.0551459296639,0.23879521739
ALPHA,ZNF277,ZNF277_3,0.91097414079,0.063035345738,0.0987023543415,0.0825607712171,0.0626036079258,0.258121699111
ALPHA,ZNF322,ZNF322_3,0.900226457117,0.0632045674373,0.0994982289932,0.0795074367721,0.0610182784141,0.254344859109
ALPHA,ZNF324B,ZNF324B_3,0.906395160273,0.0616908915763,0.104338343503,0.0842134335839,0.0596452816498,0.260626678493
ALPHA,ZNF292,ZNF292_3,0.931073121971,0.0649446179995,0.0993268803921,0.0835678321701,0.0566001622795,0.252904870279
ALPHA,ZNF280C,ZNF280C_3,0.923922664021,0.0610347302165,0.0972181591882,0.0824175291732,0.0575343890294,0.251705550429
ALPHA,ZNF300,ZNF300_1,0.911217106671,0.0620407687364,0.098698606115,0.0834080612129,0.0596271541156,0.257253452045
ALPHA,ZNF300,ZNF300_2,0.934473146083,0.0612075001581,0.10030699443,0.0832493711667,0.0583245970569,0.253679252597
ALPHA,ZNF267,ZNF267_3,0.904831709921,0.0610848437649,0.100378985209,0.080599712578,0.0586583674806,0.253192136933
ALPHA,ZNF320,ZNF320_2,0.90510994932,0.0620679147827,0.0994195047597,0.0821604099783,0.0586573536144,0.250454062947
ALPHA,ZNF322,ZNF322_2,0.909919095487,0.0616441775699,0.0998152680089,0.082777344918,0.0588493717075,0.259562391744
ALPHA,ZNF286A,ZNF286A_3,0.913596692438,0.0607331739236,0.0946446688775,0.0783831898162,0.0583571843537,0.245353425178
ALPHA,ZNF2,ZNF2_1,0.902048092112,0.0647063600008,0.0973013156609,0.0800860583274,0.0566510557428,0.246170383215
ALPHA,ZNF28,ZNF28_2,0.91302893948,0.0649096032748,0.0980752696786,0.0801428898767,0.0609636939587,0.25197550446
ALPHA,ZNF280B,ZNF280B_1,0.920194855518,0.0635391203217,0.100690453996,0.0811530700577,0.0584179915806,0.245912787119
ALPHA,ZNF317,ZNF317_2,0.93440080893,0.0666239457046,0.0998822606305,0.0799906234556,0.0612976306608,0.260577465217
ALPHA,ZNF274,ZNF274_2,0.884348509391,0.0647423464964,0.0986680514486,0.0839552544282,0.0597550533948,0.24796279088
ALPHA,ZNF28,ZNF28_3,0.909756482337,0.0634958292917,0.0987344337973,0.0835216116247,0.0593043406799,0.249566790949
ALPHA,ZNF292,ZNF292_1,0.919006725126,0.0630667517756,0.0961372934463,0.0811175717761,0.0572210960248,0.249938834061
ALPHA,ZNF260,ZNF260_3,0.923081224724,0.0625330061789,0.0960508386908,0.0817783982244,0.0563864211488,0.261680700291
ALPHA,ZNF311,ZNF311_1,0.920914240384,0.0619645807084,0.09614033115,0.082387583825,0.0581335922727,0.254834444035
ALPHA,ZNF287,ZNF287_3,0.909875698077,0.0613167700778,0.0983040411476,0.0824378248323,0.0560144855518,0.248920440481
ALPHA,ZNF257,ZNF257_3,0.928774922448,0.0634338956847,0.0988648566161,0.0840233338747,0.0589738901616,0.256067999539
ALPHA,ZNF284,ZNF284_2,0.896993819618,0.0606044738084,0.0962161720939,0.0798775612944,0.0595801709279,0.24694543011
ALPHA,ZNF316,ZNF316_2,0.891832382898,0.0568923244029,0.0942345564835,0.0788983325745,0.0565455387926,0.247049111433
ALPHA,ZNF318,ZNF318_3,0.915450200276,0.0625905928539,0.0947710837376,0.0808193644437,0.0574572913987,0.246939752437
ALPHA,ZNF317,ZNF317_3,0.917445234917,0.062338917588,0.0972950922325,0.0828389334217,0.05798218945,0.249922624965
ALPHA,ZNF26,ZNF26_3,0.928223102748,0.0613337013355,0.0944584234314,0.0821410214244,0.0563144370095,0.256853902391
ALPHA,ZNF285,ZNF285_2,0.916623119595,0.0635769075961,0.0975838132248,0.0851956057003,0.0600334225345,0.257303952182
ALPHA,ZNF280D,ZNF280D_1,0.914825274971,0.0603727505963,0.0954591993762,0.0797987005722,0.0548618686983,0.240647836229
ALPHA,ZNF280B,ZNF280B_2,0.915184418017,0.0637238636713,0.0927294549455,0.0837025320321,0.0566813901192,0.247754114839
ALPHA,ZNF324,ZNF324_3,0.939249541439,0.0636483426926,0.0995739544146,0.086261556561,0.0579462162598,0.255003229997
ALPHA,ZNF275,ZNF275_2,0.902921001065,0.0591325401374,0.0942070121616,0.0814275163669,0.0558919859605,0.25030486449
ALPHA,ZNF284,ZNF284_1,0.899549858854,0.0642619128445,0.09281935322,0.0805375998696,0.0544955330014,0.242612466449
ALPHA,ZNF302,ZNF302_1,0.914065455059,0.0599680991619,0.102679225204,0.0843430502005,0.0590222329041,0.243987248689
ALPHA,ZNF264,ZNF264_3,0.933537602853,0.0610342025137,0.0994784733363,0.0837162295202,0.0567509752974,0.253318251706
ALPHA,TDG,TDG_1,0.929286342686,0.0674041441046,0.101572001996,0.0789759981538,0.0613871945272,0.252062463344
ALPHA,TCF12,TCF12_1,0.936256938736,0.063829162092,0.102503205969,0.0878968755606,0.0620085195858,0.263890457556
ALPHA,TCF7L2,TCF7L2_2,0.907618890988,0.0648391498967,0.0968459643356,0.0856826255134,0.05861063375,0.254996836027
ALPHA,TCF25,TCF25_2,0.909956138337,0.0601144651464,0.090650865337,0.0809099122177,0.0564466737004,0.247705480504
ALPHA,TDRD9,TDRD9_3,0.922312627237,0.0620431656601,0.101453077638,0.0820698146416,0.0579387586406,0.251078990553
ALPHA,TCF15,TCF15_3,0.927163312648,0.0664043091822,0.102002589499,0.0830167358109,0.0593059775991,0.254771373137
ALPHA,TEAD4,TEAD4_2,0.934778693835,0.0648292576249,0.102540596533,0.0837172568652,0.0573559630151,0.253523935223
ALPHA,TCF23,TCF23_1,0.927644620611,0.0648604284539,0.100945859173,0.0833126649878,0.0583250375667,0.25741256682
ALPHA,TEAD2,TEAD2_1,0.926362708827,0.0639669443939,0.0947405900768,0.0793434593999,0.0582950581676,0.249940909232
ALPHA,TBX6,TBX6_3,0.893490907275,0.0647295962219,0.0971285697378,0.0831092352169,0.0576379046665,0.260474026017
ALPHA,TDRD3,TDRD3_1,0.914989647573,0.0614239014045,0.0946068770397,0.0806287929739,0.0567277687078,0.253173141508
ALPHA,TCF7L1,TCF7L1_2,0.900761634423,0.0634678073769,0.0927711535234,0.0821685999402,0.0569607872176,0.244887128632
ALPHA,TDP1,TDP1_2,0.921779878568,0.0613289894263,0.0951336051687,0.0785054043401,0.0546725889827,0.247490226104
ALPHA,TBX22,TBX22_2,0.922340631876,0.066012846144,0.0943412028233,0.0801288579973,0.0581660082403,0.252817173674
ALPHA,TDRD12,TDRD12_1,0.916291268241,0.0645070628376,0.0949611880155,0.0809655362632,0.057987037238,0.256624932404
ALPHA,TCEA1,TCEA1_1,0.921843227776,0.0650068010302,0.0980080164203,0.0848400972938,0.0550085546169,0.255594527547
ALPHA,TDG,TDG_3,0.958510433169,0.0635106310401,0.101823577118,0.0829101202549,0.0588071677562,0.263521133073
ALPHA,TCF23,TCF23_2,0.937389687904,0.0667615813782,0.0991128865546,0.0844371420586,0.0606649767137,0.261020285728
ALPHA,TCF3,TCF3_1,0.909008931475,0.0599251601991,0.0961923301503,0.0800778195472,0.0531065102196,0.241871774017
ALPHA,TBX21,TBX21_3,0.905878646908,0.0640402180085,0.10024850895,0.0841543608665,0.0585841744853,0.256952389127
ALPHA,TCEA2,TCEA2_3,0.9450466713,0.0607088519868,0.0982522737972,0.0835587245801,0.0581491673281,0.24341728621
ALPHA,TDRD9,TDRD9_2,0.904754206147,0.0614395286865,0.0952241778873,0.0821790663878,0.0604458122197,0.256215908679
ALPHA,TDRD7,TDRD7_3,0.918081161856,0.066618935087,0.0987064899013,0.0818333599761,0.0596371142145,0.252694251785
ALPHA,TCF20,TCF20_3,0.926761744211,0.0646399615795,0.104250021002,0.0895851017398,0.0633437003401,0.257151523448
ALPHA,TDRD1,TDRD1_1,0.919237034037,0.0674446021175,0.0980045659795,0.082743986497,0.0598785727835,0.25885765691
ALPHA,TCF7L2,TCF7L2_1,0.925766839345,0.0635885780856,0.104571302616,0.0861334649473,0.0598347716753,0.260759012895
ALPHA,TEAD4,TEAD4_1,0.917699077526,0.0599139383453,0.0944945044389,0.0802783783206,0.0557020580354,0.240927555816
ALPHA,TCF24,TCF24_2,0.912065142855,0.060309512122,0.0971358958082,0.0807553498134,0.0555206556556,0.241973270134
ALPHA,TCF7L1,TCF7L1_1,0.910906364518,0.063846955172,0.0970175664356,0.0835462565199,0.0562994236067,0.256268063461
ALPHA,TDRD5,TDRD5_2,0.898347414698,0.0652043123901,0.0973048825323,0.0838954634404,0.0574130210589,0.250716432056
ALPHA,TCF4,TCF4_1,0.907031788561,0.0648095914083,0.0993947915896,0.0828127872315,0.0561372777205,0.25101562143
ALPHA,TDRD7,TDRD7_2,0.866682031573,0.0608886123367,0.0961608903681,0.0769161958845,0.0571976666392,0.235808820463
ALPHA,TBX3,TBX3_3,0.916114400349,0.0685361495037,0.0985252632461,0.0815672822274,0.0579460318357,0.263762371437
ALPHA,TCFL5,TCFL5_1,0.930934315369,0.0631620039792,0.0976886289805,0.0821355326596,0.0597975341391,0.259592476937
ALPHA,TDRD6,TDRD6_3,0.909823250621,0.0601746836815,0.0927899396253,0.0816831662129,0.0596556463245,0.257217590902
ALPHA,TDRD9,TDRD9_1,0.90688594214,0.0628275255213,0.0988483808066,0.084395393036,0.0574645037402,0.255024497808
ALPHA,TDP1,TDP1_3,0.910338805671,0.0626188839656,0.0972390469237,0.0815734191234,0.0583387829805,0.253823899524
ALPHA,TBX5,TBX5_1,0.907497866567,0.0622815079108,0.0915452962408,0.0816899656889,0.0589106854768,0.254120473387
ALPHA,TBX22,TBX22_3,0.903298811837,0.0642248955172,0.100369389402,0.0842121357872,0.0594623756802,0.252769655286
ALPHA,TCEA3,TCEA3_3,0.908161572688,0.0632476056801,0.0970894567472,0.0839092436447,0.0587582415181,0.253579275572
ALPHA,TCEA1,TCEA1_3,0.924294199711,0.0614633614417,0.0973000208225,0.0816221714546,0.0557931741053,0.248868163975
ALPHA,TCF4,TCF4_3,0.889775974285,0.0621941662848,0.0990046402027,0.0813614800536,0.0578119581796,0.249884452646
ALPHA,TCF21,TCF21_2,0.913117079405,0.0624720606615,0.0930616067837,0.0809393570589,0.056900170465,0.246155752781
ALPHA,TDRD10,TDRD10_1,0.911809708514,0.0628671886707,0.0980931278459,0.0841838690862,0.057691435943,0.254223960374
ALPHA,TBX22,TBX22_1,0.912186671498,0.0631520035774,0.0952580699658,0.0827499264535,0.0580885361278,0.249495112754
ALPHA,TCEAL7,TCEAL7_1,0.918610086605,0.063336308916,0.0993172716309,0.0798514551218,0.0549148190744,0.254881663308
ALPHA,TCEAL7,TCEAL7_2,0.91866707573,0.0617702321534,0.095732542441,0.0811562141297,0.0609324614332,0.261353219559
ALPHA,TBXT,TBXT_1,0.917638679751,0.063044436185,0.0997175269824,0.0812088127072,0.0599254537801,0.254886644128
ALPHA,TCF7L2,TCF7L2_3,0.908658447267,0.0603262175286,0.0955956503709,0.080893451616,0.0591103781645,0.250212019591
ALPHA,TDP2,TDP2_1,0.903201401745,0.0624402780272,0.0976934309463,0.0834459469044,0.0544816862082,0.245599703438
ALPHA,TDP1,TDP1_1,0.901434139015,0.0622401071598,0.0950316268794,0.0836302177484,0.05895628989,0.243299007389
ALPHA,TEAD1,TEAD1_1,0.918657171292,0.0609188245253,0.0934113986254,0.0798780812242,0.0569358626359,0.250205426877
ALPHA,TEF,TEF_2,0.938072004631,0.0622567440729,0.0973234989056,0.0827050383533,0.0588158243133,0.250658785828
ALPHA,TDRD6,TDRD6_2,0.911453610343,0.0639563179766,0.094744206952,0.0805962482111,0.0586474336219,0.252411361362
ALPHA,TBX5,TBX5_2,0.908109849967,0.0606867526797,0.0962359831807,0.0785455393321,0.0557385540049,0.247724668078
ALPHA,TCF21,TCF21_3,0.900209971363,0.0597075837802,0.0918278383784,0.07760846779,0.0554847958943,0.239362263744
ALPHA,TCF7L1,TCF7L1_3,0.908805421409,0.0621496852634,0.0984195547143,0.0817348339623,0.0568801152964,0.25043001936
ALPHA,TDP2,TDP2_2,0.920737262597,0.0596934534412,0.0929941245103,0.0791682761231,0.0588464036311,0.239423300796
ALPHA,TEAD2,TEAD2_3,0.946279834405,0.0592973543455,0.0964614876429,0.0800250175731,0.0591737480817,0.250984513057
ALPHA,TDRKH,TDRKH_3,0.940218294492,0.0634938240862,0.0949649443665,0.08260487984,0.0613797927535,0.254564157159
ALPHA,TDRD1,TDRD1_2,0.915806905604,0.0607053145294,0.0924598049258,0.0798532269059,0.0539881111022,0.242004987259
ALPHA,TDRD10,TDRD10_3,0.906902289568,0.0634420417084,0.100227265324,0.0833848122204,0.0579938269725,0.256567148686
ALPHA,TDRD6,TDRD6_1,0.906472298612,0.0633464958765,0.098301363676,0.080658427004,0.0572809745228,0.252999566916
ALPHA,TCF23,TCF23_3,0.920915862836,0.0604033236044,0.100503393064,0.0776244995063,0.0578116637633,0.246303145794
ALPHA,TCF20,TCF20_1,0.906381308476,0.0652723388545,0.0983221067264,0.0823652327939,0.0592650142186,0.255445397114
ALPHA,TCF15,TCF15_2,0.884876458953,0.0571047953245,0.0946358827394,0.0752038260471,0.0572396717042,0.238396618503
ALPHA,TCF25,TCF25_3,0.923556971058,0.0632073758395,0.0975525512518,0.0806369877067,0.0591850668709,0.253299066263
ALPHA,TCF24,TCF24_1,0.901387064093,0.063663081753,0.0985572763163,0.0804513363551,0.0596348866702,0.251252458202
ALPHA,TEN1,TEN1_1,0.895256704545,0.0613789904318,0.0979607685238,0.0823532424133,0.0587263273758,0.257009972751
ALPHA,TBX5,TBX5_3,0.918356457923,0.0632928220738,0.0954667600325,0.0785136266148,0.0570110333117,0.250015723468
ALPHA,TCF15,TCF15_1,0.885233616933,0.0657343061186,0.0944509061513,0.0794899795482,0.058347748987,0.249139403003
ALPHA,TCF25,TCF25_1,0.922086333574,0.0637004919776,0.0971560059858,0.0856627055195,0.0600634488909,0.260146564903
