Batch,Gene,Gene Average AEI,Gene Average Z-Score,Gene Number of sgRNAs,observed_stat,p_value,num_permutations,p_value_corrected
ALPHA,ZNF835,0.9183455403516666,-0.06993235838800464,3,-0.0007993717801640932,0.9106108938910611,100000.0,0.9711786793957661
ALPHA,ZNF845,0.9153890463453332,-0.32857871488117024,3,-0.0037558657864974476,0.5855941440585594,100000.0,0.8071582024337237
ALPHA,ZNF791,0.911551940992,-0.6642646039761869,3,-0.0075929711398305955,0.2644173558264417,100000.0,0.5472300506526406
ALPHA,ZNF79,0.9134604522433333,-0.4973001249594368,3,-0.005684459888497417,0.4080359196408036,100000.0,0.6819790988105852
ALPHA,ZNF781,0.9012035861040001,-1.5695816050408855,3,-0.017941326027830606,0.006079939200607994,100000.0,0.05615796473614211
ALPHA,ZNF829,0.8970465941706666,-1.9332524987497528,3,-0.022098317961163905,0.0027199728002719973,100000.0,0.03447664074083897
ALPHA,ZNF784,0.9173801037155,-0.15439275906346864,2,-0.0017648084163306432,0.846984126984127,100000.0,0.9477639680915013
ALPHA,ZNF839,0.9108652517485001,-0.7243390267532475,2,-0.008279660383330611,0.3258412698412698,100000.0,0.6103679044831325
ALPHA,ZNF783,0.9073317726726667,-1.0334624299299027,3,-0.011813139459163957,0.09047909520904791,100000.0,0.2934761160360217
ALPHA,ZNF821,0.9061860936226666,-1.1336911844473374,3,-0.012958818509164138,0.047399526004739956,100000.0,0.1979733784324048
ALPHA,ZNF823,0.8999707010315,-1.6774395040570311,2,-0.019174211100330685,0.01473015873015873,100000.0,0.09715683880389762
ALPHA,ZNF844,0.9260887933276667,0.6074795238471739,3,0.006943881195835999,0.32839671603283965,100000.0,0.6126616208240648
ALPHA,ZNF804A,0.9069386841293333,-1.0678514458705974,3,-0.012206228002497266,0.06421935780642193,100000.0,0.23789178457220087
ALPHA,ZNF850,0.9198669577073333,0.06316754132621179,3,0.0007220455755025945,0.911210887891121,100000.0,0.9711786793957661
ALPHA,ZNF831,0.911198822961,-0.6951568337370273,3,-0.007946089170830728,0.24147758522414775,100000.0,0.5203160779429407
ALPHA,ZNF843,0.8976212653943333,-1.8829778768954746,3,-0.021523646737497404,0.0006399936000639994,100000.0,0.012721327332181225
ALPHA,ZNF805,0.922338832394,0.2794173899795324,2,0.0031939202621693585,0.7121269841269842,100000.0,0.8780858033518403
ALPHA,ZNF792,0.911781058592,-0.6442204461590189,2,-0.0073638535398307114,0.39466666666666667,100000.0,0.6705040145040145
ALPHA,ZNF841,0.9192780532383334,0.011647736143759543,3,0.00013314110650275435,0.9797702022979771,100000.0,0.9937458180793352
ALPHA,ZNF814,0.9059417239846667,-1.1550696538001792,3,-0.013203188147164036,0.046939530604693955,100000.0,0.19661548595242018
ALPHA,ZNF789,0.8968830220599999,-1.9475624653376116,3,-0.02226189007183077,0.008279917200827991,100000.0,0.06870603020725011
ALPHA,ZNF804B,0.9105430922159999,-0.75252287867792,3,-0.008601819915830755,0.20827791722082778,100000.0,0.48186947911002237
ALPHA,ZNF808,0.9104287944714999,-0.7625221193687447,2,-0.008716117660330758,0.3022222222222222,100000.0,0.586007154112856
ALPHA,ZNF813,0.9048741263860001,-1.2484675191448957,2,-0.014270785745830628,0.07111111111111111,100000.0,0.25210286898166917
ALPHA,ZNF84,0.9070516400423333,-1.0579695941640768,3,-0.012093272089497398,0.07875921240787592,100000.0,0.268863415971617
ALPHA,ZNF785,0.9010006029743334,-1.587339411011535,3,-0.018144309157497318,0.005479945200547995,100000.0,0.052151905031548165
ALPHA,ZNF836,0.9110481353663333,-0.7083396094320745,3,-0.00809677676549736,0.23545764542354577,100000.0,0.5129918812891572
ALPHA,ZNF837,0.923894233541,0.4154903326931122,2,0.004749321409169283,0.5704126984126984,100000.0,0.7958939031520756
ALPHA,ZNF793,0.919685704776,0.047310783222646924,2,0.0005407926441692856,0.9490793650793651,100000.0,0.9852254390711106
ALPHA,ZNF799,0.905701309174,-1.1761021384569115,2,-0.013443602957830647,0.09574603174603175,100000.0,0.3058417800039422
ALPHA,ZNF827,0.904475540902,-1.2833374302513705,2,-0.014669371229830697,0.061714285714285715,100000.0,0.23225178264076715
ALPHA,ZNF852,0.9086889030923334,-0.9147350326881396,3,-0.010456009039497283,0.12589874101258988,100000.0,0.36019312688783484
ALPHA,ZNF816,0.9102432811005,-0.7787515984027366,2,-0.008901631031330681,0.28749206349206347,100000.0,0.5700202503979945
ALPHA,ZNF800,0.9050394315765,-1.2340059355459956,2,-0.014105480555330674,0.08685714285714285,100000.0,0.28687785930082005
ALPHA,ZNF787,0.9117665199986668,-0.6454923425965349,3,-0.007378392133163936,0.27777722222777773,100000.0,0.5605536653447494
ALPHA,ACTR3B,0.9544860675994999,3.0917908429341963,2,0.03534115546766925,0.00025396825396825396,100000.0,0.006102215245072388
ALPHA,ABCF1,0.935449543571,1.4263967749203086,2,0.01630463143916927,0.05638095238095238,100000.0,0.22013741496598635
ALPHA,ABAT,0.9028205236685001,-1.4281252013279164,2,-0.01632438846333062,0.04393650793650793,100000.0,0.1881825163627318
ALPHA,ACSL4,0.9230196314056668,0.33897651084855074,3,0.0038747192738360914,0.5691143088569114,100000.0,0.7951236014796401
ALPHA,AACS,0.9172149144283334,-0.1688442029581078,3,-0.0019299977034973326,0.7800121998780012,100000.0,0.9133448960021778
ALPHA,ABRA,0.916674802403,-0.21609544282240398,3,-0.0024701097288306606,0.7203327966720333,100000.0,0.8812833237979927
ALPHA,ACSM2B,0.9058352548123333,-1.1643840185321446,3,-0.013309657319497403,0.048799512004879954,100000.0,0.20189239924062444
ALPHA,ACSL6,0.9124431872865,-0.5862946820630528,2,-0.006701724845330714,0.43987301587301586,100000.0,0.7070629290250683
ALPHA,ADSS1,0.915938688582,-0.2804937326068768,2,-0.003206223549830689,0.7227936507936508,100000.0,0.8821592617696441
ALPHA,ACSBG2,0.9184124054973334,-0.0640827181499281,3,-0.0007325066344973097,0.9224307756922431,100000.0,0.9742699433288242
ALPHA,ACTB,0.919147321379,0.00021077093371460465,2,2.40924716932156e-06,0.994031746031746,100000.0,0.9976291805417379
ALPHA,ADRM1,0.9288258125386667,0.846925315064898,3,0.009680900406836002,0.16317836821631784,100000.0,0.41913597897794885
ALPHA,ABRAXAS1,0.9056444192415,-1.181079105679153,2,-0.013500492890330729,0.10057142857142858,100000.0,0.31451526799957163
ALPHA,ACSS3,0.9296284442723334,0.9171428677046022,3,0.010483532140502572,0.12929870701292986,100000.0,0.3665007808768316
ALPHA,AASDH,0.923550151608,0.385388618258742,3,0.004405239476169331,0.5208347916520835,100000.0,0.7630186076698697
ALPHA,ACTR5,0.9427809381963334,2.0677775806293597,3,0.023636026064502658,0.0027399726002739974,100000.0,0.03458835468142494
ALPHA,ACSM1,0.9070450418780001,-1.0585468289430762,2,-0.012099870253830636,0.14501587301587301,100000.0,0.38989616866819343
ALPHA,ADNP,0.9143065574096667,-0.42327933614222274,3,-0.0048383547221639844,0.48145518544814553,100000.0,0.7360442628318781
ALPHA,ABRAXAS2,0.903313513105,-1.3849964409559412,2,-0.015831399026830728,0.04520634920634921,100000.0,0.1916503781671014
ALPHA,ACSL5,0.9244491497535,0.4640367042449102,2,0.0053042376216693166,0.533079365079365,100000.0,0.7702481623961882
ALPHA,A1CF,0.890156845364,-2.53599629670101,3,-0.028988066767830722,0.00015999840001599985,100000.0,0.006102215245072388
ALPHA,ACAD8,0.9105829851843333,-0.7490328763687598,3,-0.008561926947497356,0.20769792302076978,100000.0,0.4816932114662761
ALPHA,ACSF2,0.915437649767,-0.32432668599145875,3,-0.0037072623648306546,0.5959740402595974,100000.0,0.8120250749509953
ALPHA,ADNP2,0.9077688399285,-0.9952259738364321,2,-0.0113760722033307,0.1721904761904762,100000.0,0.43116121944992974
ALPHA,ACSM3,0.9208458372036666,0.1488039791576882,3,0.0017009250718359459,0.8004719952800472,100000.0,0.9249475585571797
ALPHA,AARS2,0.9586389718086666,3.4551041255808426,3,0.039494059676835946,1.999980000199998e-05,100000.0,0.0017491825081749185
ALPHA,AFF4,0.919640543985,0.043359929940524365,3,0.0004956318531692538,0.937530624693753,100000.0,0.980583932500785
ALPHA,ACSS1,0.910043181542,-0.7962571376093295,2,-0.009101730589830659,0.2798730158730159,100000.0,0.5631023698964759
ALPHA,AEBP1,0.9186753519045,-0.04107907599102811,2,-0.0004695602273306898,0.9574603174603175,100000.0,0.9888075638077011
ALPHA,ACSS2,0.8940554695390001,-2.194928485963076,3,-0.025089442592830746,0.003239967600323997,100000.0,0.0379340784905404
ALPHA,ACSM5,0.9016572245196667,-1.529895435163267,3,-0.017487687612164016,0.013499865001349986,100000.0,0.09311499944937458
ALPHA,ACSL3,0.9091562289365,-0.8738514298024679,2,-0.009988683195330639,0.23034920634920636,100000.0,0.5069537389859484
ALPHA,AFF2,0.9187988408609999,-0.030275749957744624,2,-0.00034607127083075007,0.9721904761904762,100000.0,0.9910199406164446
ALPHA,ACSBG1,0.9146162906415,-0.39618258853274974,2,-0.004528621490330731,0.6036825396825397,100000.0,0.8161705815525572
ALPHA,ADSS2,0.9053107466060001,-1.2102701716000237,3,-0.01383416552583061,0.06455935440645594,100000.0,0.23834365286570858
ALPHA,ADAR,0.7255241789525,-16.938744699326577,2,-0.1936207331793307,0.00025396825396825396,100000.0,0.006102215245072388
ALPHA,AFF1,0.9179893295220001,-0.10109515900228438,2,-0.0011555826098306188,0.9033650793650794,100000.0,0.9694334320460476
ALPHA,AEN,0.9223026891516667,0.27625542925127317,3,0.0031577770198359945,0.6469935300646994,100000.0,0.8423694710421317
ALPHA,ACSL1,0.8980811007755,-1.8427495707765997,2,-0.02106381135633073,0.004063492063492063,100000.0,0.043340611691831205
ALPHA,ACSF3,0.909737403815,-0.8230078412521857,2,-0.009407508316830682,0.2613333333333333,100000.0,0.543430531991102
ALPHA,ZFP36L1,0.9119837978353335,-0.6264839763762202,3,-0.007161114296497462,0.2931770682293177,100000.0,0.5778450822972618
ALPHA,ZIM3,0.9040289077065,-1.3224107544175976,2,-0.015116004425330676,0.06425396825396826,100000.0,0.23791922368721694
ALPHA,ZMAT4,0.9141097363566667,-0.44049805809144643,3,-0.005035175775163991,0.46365536344636554,100000.0,0.7245306883977838
ALPHA,ZIC4,0.9120999240556666,-0.6163247730366602,3,-0.007044988076164049,0.3023169768302317,100000.0,0.586007154112856
ALPHA,ZFP91,0.912530702979,-0.5786384463485132,2,-0.00661420915283073,0.446984126984127,100000.0,0.7135103439684568
ALPHA,ZFP90,0.9139410503163333,-0.45525541245442325,3,-0.005203861815497368,0.4419355806441936,100000.0,0.7085551949246777
ALPHA,ZKSCAN4,0.8980844489556666,-1.8424566580904422,3,-0.021060463176164057,0.0007199928000719992,100000.0,0.013969851252870123
ALPHA,ZFP36,0.910845015064,-0.7261094158364704,3,-0.008299897067830742,0.21957780422195777,100000.0,0.4957026553311383
ALPHA,ZKSCAN1,0.9404598655006667,1.864720515536745,3,0.021314953368836043,0.02153978460215398,100000.0,0.12087230453427637
ALPHA,ZFYVE26,0.9154833876206667,-0.3203253488741288,3,-0.0036615245111639716,0.5998540014599854,100000.0,0.8132235592142221
ALPHA,ZFP92,0.9028905313109999,-1.4220006424346792,3,-0.01625438082083075,0.010279897201027989,100000.0,0.07838533646049763
ALPHA,ZMIZ2,0.9338334792745,1.285016768313491,2,0.014688567142669307,0.10158730158730159,100000.0,0.31635605518944815
ALPHA,ZIC3,0.9256272833575,0.5671047177379178,2,0.006482371225669303,0.4408888888888889,100000.0,0.7079152234665361
ALPHA,ZFP62,0.9000649404863333,-1.66919504572959,3,-0.01907997164549735,0.0017599824001759982,100000.0,0.025068799231492387
ALPHA,ZGPAT,0.910363323934,-0.7682497535008416,3,-0.008781588197830703,0.1958580414195858,100000.0,0.46510302206236687
ALPHA,ZMYM2,0.9133573902103334,-0.5063164190128409,3,-0.005787521921497341,0.4217757822421776,100000.0,0.6915508427425954
ALPHA,ZKSCAN3,0.9211593647043333,0.17623266513984126,3,0.0020144525725025453,0.7624923750762492,100000.0,0.9046063907239387
ALPHA,ZFP82,0.9139061988006666,-0.4583043675769894,3,-0.005238713331164102,0.44647553524464756,100000.0,0.7129906791127452
ALPHA,ZFP3,0.9021560953259999,-1.4862521481677502,2,-0.016988816805830753,0.02692063492063492,100000.0,0.13809259414420705
ALPHA,ZFY,0.9223036116093333,0.27633612967345894,3,0.003158699477502691,0.6456535434645654,100000.0,0.8422569322309161
ALPHA,ZFP37,0.905238169408,-1.2166195258645605,3,-0.013906742723830745,0.03101968980310197,100000.0,0.15047044205098714
ALPHA,ZMAT1,0.9073607092010001,-1.0309309424291815,2,-0.0117842029308306,0.1511111111111111,100000.0,0.3987983638436264
ALPHA,ZFP41,0.897527999062,-1.891137202430996,3,-0.021616913069830712,0.0007199928000719992,100000.0,0.013969851252870123
ALPHA,ZFP64,0.9316348990625,1.0926758536782424,2,0.012489986930669272,0.1417142857142857,100000.0,0.38563570095119565
ALPHA,ZFR,0.944755074797,2.240483237359407,2,0.025610162665169356,0.011428571428571429,100000.0,0.08400775773938315
ALPHA,ZFP69,0.9089574015923333,-0.8912456704231997,3,-0.010187510539497402,0.13603863961360385,100000.0,0.37735297876960966
ALPHA,ZMAT3,0.9051056653125,-1.2282115336440738,2,-0.014039246819330664,0.08812698412698412,100000.0,0.2888900311748887
ALPHA,ZKSCAN8,0.9142960426676666,-0.4241992093778641,3,-0.004848869464164074,0.47329526704732955,100000.0,0.7310804646190826
ALPHA,ZKSCAN7,0.9042282331813333,-1.3049729352603585,3,-0.01491667895049742,0.03011969880301197,100000.0,0.14815910333585078
ALPHA,ZHX3,0.9049672311113334,-1.2403223316599303,3,-0.014177681020497324,0.03061969380306197,100000.0,0.14970656997340642
ALPHA,ZFP30,0.919425454576,0.02454301644807666,3,0.0002805424441693072,0.963830361696383,100000.0,0.9905939977593765
ALPHA,ZMYM1,0.9007138930434999,-1.612421984770052,2,-0.01843101908833078,0.015746031746031747,100000.0,0.1006687088090597
ALPHA,ZFP69B,0.9171245759713332,-0.17674738581733743,3,-0.002020336160497238,0.7668723312766872,100000.0,0.9070115490544431
ALPHA,ZFP57,0.919929905824,0.06867450362313549,2,0.0007849936921693335,0.9287619047619048,100000.0,0.9770208827336564
ALPHA,ZFP2,0.9074537003663333,-1.0227956896439618,3,-0.011691211765497367,0.07371926280737193,100000.0,0.2569743613046133
ALPHA,ZHX1,0.9074201767893334,-1.0257284711848997,3,-0.011724735342497516,0.07341926580734193,100000.0,0.256788933708107
ALPHA,ZIC2,0.8892222172385,-2.617761441097975,2,-0.02992269489333066,0.0007619047619047619,100000.0,0.013969851252870123
ALPHA,ZFP42,0.914699601103,-0.38889424386552507,2,-0.004445311028830723,0.6128253968253968,100000.0,0.8208567960262203
ALPHA,ATOH7,0.9131195315206666,-0.5271252836040574,3,-0.006025380611164088,0.3835161648383516,100000.0,0.6603396252089023
ALPHA,BAZ1A,0.9105388684946667,-0.7528923873362713,3,-0.008606043637163996,0.2037579624203758,100000.0,0.47628061399770827
ALPHA,AURKC,0.9047271215059999,-1.261328115688393,3,-0.014417790625830595,0.030439695603043968,100000.0,0.14925835064157755
ALPHA,ATXN7L3,0.9224971460756667,0.2932673273913425,3,0.0033522339438359916,0.6300336996630034,100000.0,0.8324490864623794
ALPHA,ATN1,0.9037455567374999,-1.3471994722650478,2,-0.015399355394330794,0.050793650793650794,100000.0,0.2068162336318761
ALPHA,BARHL2,0.9330906813156666,1.2200337224316993,3,0.013945769183835943,0.03571964280357196,100000.0,0.1655559067090834
ALPHA,BCAT2,0.9083979786946667,-0.9401863054829654,3,-0.010746933437164152,0.12429875701242987,100000.0,0.3575340535593002
ALPHA,BARHL1,0.913615976578,-0.48369421119083605,3,-0.005528935553830716,0.4222157778422216,100000.0,0.6916462245754018
ALPHA,ATXN1,0.9164862665123333,-0.23258934441147006,3,-0.0026586456194973573,0.7024929750702493,100000.0,0.8732239283633315
ALPHA,AXIN1,0.9262955848969999,0.6255705079137702,3,0.00715067276516923,0.2971970280297197,100000.0,0.5805863764011455
ALPHA,BATF,0.9197729597313332,0.054944208568543235,3,0.0006280475995025236,0.9237507624923751,100000.0,0.9750330881919277
ALPHA,ATF7IP,0.9174815196493333,-0.14552047259166997,3,-0.0016633924824973612,0.8118918810811891,100000.0,0.9316710441370636
ALPHA,BBX,0.9176090291943334,-0.13436540880269865,3,-0.0015358829374972904,0.8354316456835431,100000.0,0.943511135688684
ALPHA,BAP1,0.9246646544539999,0.48288994916002564,3,0.00551974232216923,0.41721582784172156,100000.0,0.6884440731458276
ALPHA,AZI2,0.9155940650323333,-0.31064282991337805,3,-0.0035508470994973784,0.6042139578604214,100000.0,0.8163730170975966
ALPHA,BCAT1,0.9109578487273334,-0.7162382590377673,3,-0.008187063404497263,0.23411765882341176,100000.0,0.5125857650332405
ALPHA,ATOH8,0.9108932252373334,-0.7218917899417954,3,-0.008251686894497401,0.22695773042269576,100000.0,0.5031057705068346
ALPHA,BAZ2A,0.899272857491,-1.7384897509934252,2,-0.01987205464083064,0.012444444444444444,100000.0,0.08841519992779132
ALPHA,BABAM2,0.9057358635180001,-1.1730791811441368,3,-0.013409048613830632,0.04307956920430796,100000.0,0.18602280512627944
ALPHA,ATRX,0.9311477964026666,1.0500620929420053,3,0.012002884270835956,0.07569924300756993,100000.0,0.26137606764477167
ALPHA,ATM,0.937810285634,1.6329242807793078,2,0.018665373502169347,0.03073015873015873,100000.0,0.14994386587087838
ALPHA,ATOH1,0.9120374081996667,-0.6217939193778342,3,-0.007107503932163972,0.29217707822921773,100000.0,0.5764844675036218
ALPHA,ATF7,0.9208323194906667,0.14762139356540258,3,0.0016874073588359906,0.7990520094799052,100000.0,0.9241317662190296
ALPHA,BAG6,0.89963554106,-1.70676068829929,2,-0.019509371071830706,0.009904761904761904,100000.0,0.07659332238642583
ALPHA,BACH2,0.8945193769756666,-2.1543439395419166,3,-0.024625535156164058,0.0001799982000179998,100000.0,0.006102215245072388
ALPHA,ATF7IP2,0.9166947581493333,-0.21434963137507165,3,-0.0024501539824973717,0.7310926890731093,100000.0,0.8876299965484522
ALPHA,BARX1,0.9246653290865,0.4829489688088821,2,0.005520416954669316,0.5168253968253969,100000.0,0.7616099276554205
ALPHA,BATF3,0.9150554490655001,-0.35776318837581655,2,-0.004089463066330623,0.6422857142857142,100000.0,0.8402407211345178
ALPHA,BACH1,0.9165009747730001,-0.2313026047720069,3,-0.002643937358830617,0.7106728932710673,100000.0,0.8772621096978371
ALPHA,BABAM1,0.9207594028230001,0.14124234108661746,3,0.001614490691169368,0.8120718792812072,100000.0,0.9317041396029697
ALPHA,BARD1,0.899138470648,-1.7502464693321425,2,-0.020006441483830684,0.010920634920634921,100000.0,0.08170391190408298
ALPHA,ATF6,0.912285295252,-0.6001077320321134,3,-0.006859616879830721,0.31589684103158966,100000.0,0.5996492205216836
ALPHA,BAZ2B,0.9464056237375,2.3848801036339373,2,0.02726071160566934,0.0071111111111111115,100000.0,0.06263220320017904
ALPHA,BANF1,0.9118856236605,-0.6350726603268664,2,-0.007259288471330727,0.3959365079365079,100000.0,0.6713280415170262
ALPHA,ATXN1L,0.9042731708123334,-1.301041604940495,3,-0.014871741319497311,0.01907980920190798,100000.0,0.11313356696941505
ALPHA,BAHD1,0.9109817187283333,-0.7141500123594696,3,-0.00816319340349736,0.22491775082249177,100000.0,0.5014798794148179
ALPHA,NFIB,0.920546202443,0.12259068768504237,3,0.001401290311169312,0.8397116028839712,100000.0,0.9441313761669581
ALPHA,NFKBIB,0.9314416879915,1.0757729479252698,2,0.012296775859669262,0.15288888888888888,100000.0,0.402276240139056
ALPHA,NKX2-8,0.9264535444786667,0.6393894671890983,3,0.007308632346835986,0.2866371336286637,100000.0,0.5694375481313307
ALPHA,NKRF,0.8954255048496668,-2.07507211533901,3,-0.02371940728216393,0.0013999860001399987,100000.0,0.021220585021186185
ALPHA,NFKBIE,0.9119172353756667,-0.6323071363877499,3,-0.007227676756163981,0.2953770462295377,100000.0,0.579750369462194
ALPHA,NKX2-2,0.9127965547333333,-0.5553806323707629,3,-0.006348357398497373,0.35291647083529165,100000.0,0.6349855762222666
ALPHA,NFKBIA,0.9076079511746666,-1.0093011892404158,3,-0.011536960957164055,0.08381916180838192,100000.0,0.2805115942719686
ALPHA,NOCT,0.9301734287960001,0.9648203739297448,3,0.011028516664169263,0.13337866621333785,100000.0,0.3724552409648317
ALPHA,NLRP3,0.917097604804,-0.17910693538725792,2,-0.0020473073278306497,0.8276825396825397,100000.0,0.9387772652137846
ALPHA,NFIA,0.9041934389886667,-1.3080168755291603,3,-0.014951473143164029,0.023339766602333976,100000.0,0.12682927040698633
ALPHA,NFKBIZ,0.9163323105836666,-0.24605804751888793,3,-0.0028126015481640954,0.6942330576694233,100000.0,0.8693817758271444
ALPHA,NFIL3,0.9108061229656667,-0.7295118578873429,3,-0.00833878916616404,0.22711772882271178,100000.0,0.5031336515408908
ALPHA,NFE4,0.919422934765,0.024322572931936765,3,0.00027802263316933917,0.9679303206967931,100000.0,0.9907544420063907
ALPHA,NFKB1,0.9180375267034999,-0.0968786696870689,2,-0.001107385428330776,0.9086984126984127,100000.0,0.9704866077102355
ALPHA,NKX3-1,0.9267356729553334,0.6640712363374466,3,0.00759076082350274,0.27177728222717773,100000.0,0.5544994235152121
ALPHA,NKX2-4,0.9035383873550001,-1.3653235089942817,3,-0.015606524776830555,0.01987980120198798,100000.0,0.11614478377594314
ALPHA,NFKBID,0.914950368929,-0.3669560344926448,2,-0.004194543202830747,0.6336507936507937,100000.0,0.8348071663130334
ALPHA,NFXL1,0.9165803063383334,-0.22436235044224442,3,-0.0025646057934972655,0.7162928370716293,100000.0,0.8802440850117282
ALPHA,NKX6-2,0.9022482963196667,-1.4781860228768313,3,-0.01689661581216395,0.00935990640093599,100000.0,0.07433234890074246
ALPHA,NME2,0.9252435267353333,0.5335320969611089,3,0.0060986146035025834,0.37563624363756365,100000.0,0.6523058215913771
ALPHA,NFKBIL1,0.9191913901506666,0.004066089835865205,3,4.6478018835949264e-05,0.987570124298757,100000.0,0.9966084819723693
ALPHA,NIPBL,0.8977381262955,-1.872754400629832,2,-0.02140678583633071,0.005079365079365079,100000.0,0.0498587283772469
ALPHA,NKX1-2,0.9018554626540001,-1.5125527410622492,2,-0.01728944947783062,0.036825396825396824,100000.0,0.16931130741241196
ALPHA,NFX1,0.9051371922113334,-1.2254534297895385,3,-0.014007719920497319,0.03123968760312397,100000.0,0.15120216257715674
ALPHA,NKX6-1,0.9067938327816667,-1.080523642474703,3,-0.012351079350164107,0.05925940740592594,100000.0,0.22681959613664254
ALPHA,NHEJ1,0.894185142225,-2.183584181628712,3,-0.024959769906830687,0.0004999950000499995,100000.0,0.010744364300828736
ALPHA,NKX2-1,0.8997860466370001,-1.6935938362645597,3,-0.01935886549483057,0.002299977000229998,100000.0,0.030340269749640363
ALPHA,NHLH2,0.9059064823025,-1.1581527423062137,2,-0.013238429829330656,0.11047619047619048,100000.0,0.3335259792560449
ALPHA,NFIX,0.918317230033,-0.07240906247013934,2,-0.0008276820988306621,0.9313015873015873,100000.0,0.9777449410717752
ALPHA,NFIC,0.8965736279335,-1.9746295466062276,2,-0.022571284198330654,0.0030476190476190477,100000.0,0.036215320910973084
ALPHA,NMI,0.9097664707963333,-0.8204649411820312,3,-0.009378441335497367,0.16819831801681984,100000.0,0.4260244683970768
ALPHA,NFE2L3,0.9064846745623333,-1.107570085606057,3,-0.012660237569497301,0.06531934680653194,100000.0,0.23953165919074562
ALPHA,NFE2,0.9073343826615,-1.0332340972829264,2,-0.011810529470330677,0.15263492063492062,100000.0,0.40184979406171456
ALPHA,NFILZ,0.907513115722,-1.0175977879299687,2,-0.011631796409830697,0.1594920634920635,100000.0,0.4134314129524562
ALPHA,NOBOX,0.913697157787,-0.47659214236249486,3,-0.005447754344830691,0.43267567324326756,100000.0,0.7008065227623969
ALPHA,NHLH1,0.8982578512706668,-1.8272867044608514,3,-0.020887060861164097,0.0011599884001159987,100000.0,0.01899861151201222
ALPHA,NFKB2,0.9152544663979999,-0.34035232678778554,3,-0.003890445733830794,0.5756142438575614,100000.0,0.7993525209238221
ALPHA,ORC4,0.92799722984,0.77443746438625,3,0.0088523177081693,0.2016979830201698,100000.0,0.47366453583786317
ALPHA,OSR2,0.907971229506,-0.9775200942708336,3,-0.011173682625830739,0.0949590504094959,100000.0,0.3041054027394548
ALPHA,PAGE4,0.8963461363096666,-1.994531457285288,3,-0.022798775822164052,0.0005199948000519994,100000.0,0.010932390676093237
ALPHA,OLIG2,0.9344952655203334,1.3429125735799332,3,0.015350353388502658,0.02067979320206798,100000.0,0.11871500957121578
ALPHA,OTX1,0.90520601562,-1.2194324725831525,3,-0.013938896511830667,0.044619553804461955,100000.0,0.19054815311221887
ALPHA,OVOL3,0.9173196130753333,-0.1596847311248113,3,-0.0018252990564974203,0.7991320086799132,100000.0,0.9241317662190296
ALPHA,ORC1,0.9720034798995,4.624286717060028,2,0.052858567767669284,0.00025396825396825396,100000.0,0.006102215245072388
ALPHA,OVOL1,0.8992838514913334,-1.7375279502512575,3,-0.019861060640497308,0.005179948200517995,100000.0,0.05056230687693123
ALPHA,OTP,0.9129076683165,-0.545659955318353,2,-0.00623724381533064,0.4683174603174603,100000.0,0.7284475688054786
ALPHA,PAICS,0.9010799019596667,-1.5804020069152909,3,-0.018065010172163998,0.00999990000099999,100000.0,0.07719252021954627
ALPHA,PADI4,0.9036392862105,-1.3564964586794523,2,-0.015505625921330646,0.053587301587301586,100000.0,0.2132277250603001
ALPHA,OGA,0.9203271680155001,0.10342864761390774,2,0.0011822558836693808,0.8932063492063492,100000.0,0.9644423123652753
ALPHA,OLIG1,0.9067498411623333,-1.0843722117707766,3,-0.012395070969497213,0.06159938400615994,100000.0,0.23191916165212004
ALPHA,OAT,0.918688637826,-0.03991676848041836,2,-0.00045627430583072837,0.9579682539682539,100000.0,0.9890674476692656
ALPHA,ONECUT2,0.9149272819923334,-0.3689757754556309,3,-0.004217630139497497,0.5433345666543334,100000.0,0.777614812626215
ALPHA,OIP5,0.9429429644225,2.0819523068302455,2,0.023798052290669336,0.015238095238095238,100000.0,0.099098667005895
ALPHA,ORC3,0.9331904691590001,1.2287635767947342,2,0.014045557027169364,0.096,100000.0,0.3062056892778993
ALPHA,PA2G4,0.8972391283673332,-1.9164088087705105,3,-0.021905783764497477,0.0001999980000199998,100000.0,0.006102215245072388
ALPHA,KCTD19,0.906507655055,-1.1055596568056214,2,-0.012637257076830721,0.12368253968253969,100000.0,0.356464376048167
ALPHA,KCTD1,0.915521273113,-0.31701096889061575,2,-0.003623639018830671,0.6867301587301587,100000.0,0.8651889899530348
ALPHA,KDM5B,0.9094477227344999,-0.8483503435051366,2,-0.009697189397330774,0.24634920634920635,100000.0,0.5271764518547
ALPHA,KDM1B,0.912783019244,-0.5565647731104112,3,-0.0063618928878307335,0.3550164498355016,100000.0,0.635331142596921
ALPHA,KAT6B,0.9229589596473332,0.3336686938188734,3,0.0038140475155025166,0.5815941840581594,100000.0,0.8042479044068238
ALPHA,KLF15,0.9142378926379999,-0.42928641512597004,3,-0.0049070194938307665,0.4776552234477655,100000.0,0.7343492399873893
ALPHA,KCNIP2,0.906123887296,-1.139133251878795,2,-0.013021024835830675,0.10996825396825397,100000.0,0.3324515552044069
ALPHA,KDM7A,0.895109661791,-2.1027033759378093,2,-0.02403525034083065,0.0027936507936507935,100000.0,0.03458835468142494
ALPHA,KLF12,0.9026469547606667,-1.4433097291894403,3,-0.016497957371163996,0.011879881201187988,100000.0,0.0857272615392658
ALPHA,KDM5C,0.910441215197,-0.7614355027922536,2,-0.00870369693483064,0.2961269841269841,100000.0,0.5801794307638319
