Batch,Gene,Gene Average AEI,Gene Average Z-Score,Gene Number of sgRNAs,observed_stat,p_value,num_permutations,p_value_corrected
GAMMA,ABCD1,0.9311582651695,0.12423860945068776,2,0.0019038600378791237,0.8601904761904762,100000.0,0.9536044469956515
GAMMA,ABCB10,0.9250712314369999,-0.2729778831270759,2,-0.004183173694620956,0.6596534034659653,100000.0,0.8494300157116215
GAMMA,ACBD4,0.928005986389,-0.08146702252767213,3,-0.001248418742620827,0.9098109018909811,100000.0,0.9709168590880884
GAMMA,ABI1,0.9241707474699999,-0.3317400156719428,3,-0.005083657661620888,0.6072539274607254,100000.0,0.8174039365079365
GAMMA,ABCD3,0.9546198875763334,1.6552541700953205,2,0.025365482444712595,0.011379886201137989,100000.0,0.08384876555615235
GAMMA,ABCC1,0.9205444621895,-0.5683774951910533,2,-0.008709942942120796,0.4632380952380952,100000.0,0.7242546265556634
GAMMA,ABCG1,0.9252053730196667,-0.26422431754533887,3,-0.004049032111954176,0.6686533134668653,100000.0,0.8532880533207349
BETA,ZSWIM4,1.0615454174599999,0.17553795043502443,3,0.0024339548819354295,0.7628323716762833,100000.0,0.9048689819658086
BETA,ZNHIT2,1.048365429175,-0.7750088930902314,2,-0.010746033403064681,0.31923809523809527,100000.0,0.6023854112087121
BETA,TMEM256,1.0608464927666665,0.1251311786880458,3,0.0017350301886018826,0.8334516654833451,100000.0,0.9423876233118729
BETA,TMEM265,1.053313838025,-0.4181273609424997,2,-0.005797624553064651,0.5754920634920635,100000.0,0.7993097645389213
BETA,TMEM200C,1.058086392595,-0.07392852070313234,2,-0.0010250699830647303,0.9457777777777778,100000.0,0.9839671455876978
BETA,TMEM248,1.05180263448,-0.527116058698685,3,-0.007308828098064435,0.3923960760392396,100000.0,0.6689855908458459
BETA,TMEM185B,1.05578260357,-0.24007884940668445,2,-0.0033288590080646774,0.7763809523809524,100000.0,0.9111567491597323
BETA,TMEM219,1.0304318186749999,-2.0683891666665764,2,-0.028679643903064767,0.005587301587301587,100000.0,0.05254466632531148
BETA,TMEM254,1.0602568000233334,0.08260226563406127,3,0.0011453374452687903,0.8881911180888191,100000.0,0.962830877392763
BETA,TMEM30A,1.0608254343499999,0.12361243595024012,3,0.0017139717719352188,0.8273117268827311,100000.0,0.9387772652137846
BETA,TMEM181,1.0575772501633334,-0.11064810807000486,3,-0.0015342124147315062,0.8755712442875572,100000.0,0.9578617031136178
BETA,TMEM167A,1.1182566988,4.2655817580885005,3,0.05914523622193535,1.999980000199998e-05,100000.0,0.0017491825081749185
BETA,TMEM250,1.0565506451866666,-0.18468733322079423,3,-0.002560817391398018,0.7782722172778272,100000.0,0.9124354976289379
BETA,TMEM39A,1.075612149695,1.190037177259955,2,0.01650068711693531,0.10946031746031747,100000.0,0.33137415593905734
BETA,TMEM59L,1.04808845194,-0.794984619226287,2,-0.011023010638064656,0.3047619047619048,100000.0,0.5885289509930711
BETA,TMEM203,1.04793439301,-0.8060954204244203,3,-0.011177069568064635,0.17189828101718982,100000.0,0.4309035155564179
BETA,TMEM183A,1.08236126685,1.6767866241899396,2,0.023249804271935348,0.026412698412698412,100000.0,0.13628640726693822
BETA,TMEM258,1.059412711815,0.021726234127935257,2,0.00030124923693541916,0.9643174603174604,100000.0,0.9905939977593765
BETA,TMEM43,1.04860845429,-0.7574818095325332,3,-0.010503008288064608,0.2013379866201338,100000.0,0.47323354769677245
BETA,TMEM33,1.06584093942,0.48533297847904106,3,0.006729476841935256,0.4264557354426456,100000.0,0.6958548250338392
BETA,TMEM47,1.07305515817,1.005625767291123,3,0.013943695591935423,0.0948790512094879,100000.0,0.30396050618248394
BETA,TMEM37,1.0579037041433332,-0.08710409622908714,3,-0.0012077584347314207,0.9061109388906111,100000.0,0.970078984375607
BETA,TMEM25,1.0612571551633334,0.15474834043850486,3,0.0021456925852685327,0.7835921640783592,100000.0,0.9151151111001908
BETA,TMEM216,1.04736686625,-0.8470257125209705,3,-0.011744596328064683,0.15007849921500785,100000.0,0.39763300640244126
BETA,TMEM54,1.0500218166333333,-0.6555494644376664,3,-0.009089645944731384,0.2822571774282257,100000.0,0.5646343536564634
BETA,TMEM223,1.06287815858,0.2716558556606421,3,0.0037666960019353546,0.6427335726642733,100000.0,0.8405125338698767
BETA,TMEM198,1.0500306745749999,-0.6549106255927988,2,-0.009080788003064777,0.38704761904761903,100000.0,0.6630518497008527
BETA,TMEM50A,1.06544443478,0.4567368806794712,3,0.006332972201935405,0.44535554644453557,100000.0,0.7116900437061772
BETA,TMEM167B,1.05593927105,-0.22877991837755607,3,-0.003172191528064694,0.7190728092719073,100000.0,0.8812833237979927
BETA,TMEM230,1.0585887145466668,-0.03770082950451833,3,-0.0005227480313978461,0.968070319296807,100000.0,0.9907544420063907
BETA,TMEM208,1.0616584619399998,0.18369077055279223,3,0.0025469993619351428,0.7492125078749212,100000.0,0.8982842176932899
BETA,TMEM201,1.074058072845,1.0779564369421235,2,0.014946610266935334,0.1490793650793651,100000.0,0.3957558603473146
BETA,TMEM184B,1.0329131923050001,-1.8894313542163428,2,-0.02619827027306454,0.00025396825396825396,100000.0,0.006102215245072388
BETA,TMEM170A,1.05967707523,0.040792245738712936,3,0.0005656126519353322,0.9366706332936671,100000.0,0.9802644122768539
BETA,TMEM35B,1.0608426152533335,0.12485153063524994,3,0.001731152675268799,0.8347916520834792,100000.0,0.9432841209632085
BETA,TMEM222,1.064769446235,0.40805639500743174,2,0.0056579836569352615,0.5663492063492064,100000.0,0.7938466353677621
BETA,TMEM185A,1.04647948838,-0.9110238144238887,2,-0.012631974198064722,0.2333968253968254,100000.0,0.511472972919227
BETA,TMEM205,1.04401268446,-1.088930852658531,3,-0.015098778118064704,0.054299457005429944,100000.0,0.2149674068870171
BETA,TMEM42,1.0604560867,0.09697491281446755,2,0.0013446241219352562,0.8921904761904762,100000.0,0.9644423123652753
BETA,TMEM259,1.08971808248,2.2073635658593322,3,0.03060661990193525,0.0003199968000319997,100000.0,0.00738441164401021
BETA,TMEM59,1.06604408584,0.49998399213162703,2,0.006932623261935333,0.5023492063492063,100000.0,0.7519030422289892
BETA,HNRNPLL,1.07564694701,1.1925467756921542,3,0.01653548443193542,0.044019559804401955,100000.0,0.1884459471606948
BETA,HRC,1.0391281665166667,-1.441204543103469,3,-0.019983296061397926,0.011499885001149988,100000.0,0.0842361760637
BETA,HOMER3,1.0443809925166667,-1.0623683054741901,3,-0.014730470061397938,0.062139378606213935,100000.0,0.2331492944186817
BETA,HSP90AB1,1.0638533652533333,0.3419882114319011,3,0.004741902675268639,0.5573944260557394,100000.0,0.7874287918403322
BETA,IBTK,1.0532065333766667,-0.42586622174899186,3,-0.005904929201397957,0.4921750782492175,100000.0,0.7441811562869679
BETA,HTT,1.05005920167,-0.6528532383234869,3,-0.009052260908064547,0.2776372236277637,100000.0,0.5604004518459316
BETA,HNRNPM,1.07215563398,0.9407516671788944,3,0.013044171401935145,0.14653853461465385,100000.0,0.3921744258689604
BETA,HSDL1,1.0554944280266667,-0.260862202712737,3,-0.0036170345513979463,0.6745732542674573,100000.0,0.8569088862488281
BETA,HSPG2,1.04072246122,-1.3262232726248577,3,-0.01838900135806476,0.010999890001099988,100000.0,0.082086209854625
BETA,HNRNPH3,1.04222537375,-1.217832526700456,3,-0.016886088828064638,0.03031969680303197,100000.0,0.14880811910174951
BETA,HSP90AA1,1.0822839510933333,1.6712105761036247,3,0.023172488515268652,0.005479945200547995,100000.0,0.052151905031548165
BETA,HNRNPUL2,1.05859841728,-0.037001063894405085,3,-0.0005130452980646183,0.9606303936960631,100000.0,0.9900430670681517
BETA,HSD17B1,1.06744796429,0.6012323544582706,3,0.008336501711935451,0.3276167238327617,100000.0,0.6122886292504597
BETA,HPDL,1.03513195697,-1.7294130216324366,3,-0.023979505608064722,0.003939960600393996,100000.0,0.04264714778594788
BETA,HTRA2,1.06306191949,0.28490877737701165,3,0.003950456911935296,0.6215537844621554,100000.0,0.8262820183775667
BETA,HNRNPA1,1.068370813025,0.6677886315305301,2,0.009259350446935377,0.3865396825396825,100000.0,0.6626178093869195
BETA,HPS4,1.0655820674166667,0.4666630100143793,3,0.006470604838602068,0.4383156168438316,100000.0,0.7057268749845639
BETA,HRAS,1.0667786408066666,0.5529604356505803,3,0.007667178228601967,0.3538364616353836,100000.0,0.6351916447994796
BETA,HSPA1B,1.03644804565,-1.63449609807211,2,-0.022663416928064617,0.006603174603174603,100000.0,0.059476174129109244
BETA,HYCC1,1.05812391111,-0.07122266806989212,3,-0.000987551468064618,0.9297107028929711,100000.0,0.977313678786289
BETA,HSPB1,1.05074321029,-0.6035222206756953,3,-0.008368252288064593,0.31355686443135566,100000.0,0.5973199240133034
BETA,IDH3A,1.05520387001,-0.28181738109614635,3,-0.003907592568064722,0.6508534914650853,100000.0,0.8446516132071028
BETA,HSPA14,1.0577282261233334,-0.09975965209243236,3,-0.0013832364547312626,0.8853111468885311,100000.0,0.9617353484892676
BETA,HTR1A,1.0693806990866668,0.7406220808083193,3,0.01026923650860212,0.24983750162498375,100000.0,0.5302646561612891
BETA,HTR7,1.06674702997,0.5506806475077602,3,0.007635567391935272,0.35785642143578567,100000.0,0.6383463719921234
BETA,HRH3,1.0629465090866665,0.2765853257755162,3,0.0038350465086018914,0.6433535664643354,100000.0,0.8410717925705645
BETA,HSD17B10,1.1321496426933333,5.267547289432026,3,0.07303818011526864,1.999980000199998e-05,100000.0,0.0017491825081749185
BETA,HPS3,1.0374781519266667,-1.5602043575479279,3,-0.021633310651397952,0.001939980600193998,100000.0,0.026974674609374735
BETA,ICAM4,1.0879054638233334,2.076636671012972,3,0.028794001245268763,0.001839981600183998,100000.0,0.025706835583401352
BETA,HNRNPA0,1.0595918517233331,0.03464588706945874,3,0.0004803891452684894,0.938790612093879,100000.0,0.9813150105620971
BETA,HSPBP1,1.06703981921,0.5717967427486758,3,0.007928356631935252,0.34105658943410566,100000.0,0.6245563088757722
BETA,HTR1B,1.0663955063866666,0.5253286042936947,3,0.0072840438086019255,0.3825361746382536,100000.0,0.6591137477120107
BETA,IBA57,1.08102748211,1.580593452607833,2,0.02191601953193545,0.025396825396825397,100000.0,0.13268855132654417
BETA,HTR3A,1.05475355621,-0.3142942203717187,2,-0.004357906368064546,0.686984126984127,100000.0,0.8652219827693732
BETA,HPS6,1.04841687734,-0.7712984276642801,2,-0.010694585238064658,0.31822222222222224,100000.0,0.6013767406126956
BETA,SRSF5,1.0541908639166666,-0.3548758484990186,3,-0.004920598661398046,0.5724742752572475,100000.0,0.7966642688386164
BETA,SPNS1,1.04614617366,-0.935062626002884,3,-0.012965288918064921,0.1066389336106639,100000.0,0.3256508775694366
BETA,SRSF10,1.09201242353,2.3728325022414674,3,0.03290096095193529,0.0002999970000299997,100000.0,0.0069781217081446205
BETA,ST14,1.04563853661,-0.9716736445485669,3,-0.013472925968064597,0.0964390356096439,100000.0,0.3071579772184798
BETA,SPRY2,1.0307965131533334,-2.0420872324209,3,-0.02831494942473123,0.004259957400425996,100000.0,0.04478075411553577
BETA,ST3GAL2,1.0510250985,-0.5831923127540416,3,-0.008086364078064623,0.33563664363356366,100000.0,0.6196913838334701
BETA,ST6GALNAC4,1.0695479433266666,0.7526838126545199,3,0.010436480748601928,0.2102978970210298,100000.0,0.4843642032247397
BETA,SQSTM1,1.0528969164066666,-0.4481959406509664,3,-0.006214546171397828,0.46785532144678554,100000.0,0.7280894379668302
BETA,SSNA1,1.05956009102,0.0323552904734112,3,0.00044862844193538365,0.9429705702942971,100000.0,0.983099369149353
BETA,SPR,1.0704364126900001,0.8167606335608476,3,0.011324950111935461,0.17155828441715582,100000.0,0.4306684143261897
BETA,SPINT1,1.07831932433,1.3852798624981162,3,0.01920786175193534,0.025499745002549975,100000.0,0.1330672850789392
BETA,SPTLC1,1.0676395719266667,0.6150511857265893,3,0.00852810934860182,0.2983970160298397,100000.0,0.5812691995547201
BETA,SRP14,1.0947843313033332,2.5727437713192836,3,0.035672868725268536,0.00015999840001599985,100000.0,0.006102215245072388
BETA,STARD3NL,1.0463250688933332,-0.9221606191353788,3,-0.012786393684731445,0.11287887121128788,100000.0,0.33902424712016616
BETA,SSH1,1.05145804696,-0.5519678698210768,3,-0.007653415618064763,0.36357636423635764,100000.0,0.6425792913259579
BETA,SSR2,1.1093393875333335,3.622461150241756,3,0.05022792495526862,1.999980000199998e-05,100000.0,0.0017491825081749185
BETA,SSR3,1.0768085887733334,1.2763249162767212,3,0.017697126195268753,0.03419965800341997,100000.0,0.16046685026711965
BETA,SPP1,1.0310437608849998,-2.0242556117986017,2,-0.028067701693064828,0.0030476190476190477,100000.0,0.036215320910973084
BETA,ST6GAL1,1.06469734589,0.4028564848197444,2,0.005585883311935325,0.5744761904761905,100000.0,0.7981523053065547
BETA,SPRING1,1.0541926248,-0.35474885277958196,3,-0.0049188377780646775,0.5625943740562594,100000.0,0.7915339145370405
BETA,SRP9,1.0815683655933332,1.6196022192834885,3,0.022456903015268592,0.0047199528004719955,100000.0,0.04755841842503234
BETA,ST13,1.028461413475,-2.21049569990662,3,-0.03065004910306457,0.012199878001219988,100000.0,0.08717331127342322
BETA,SPSB3,1.063933047105,0.34773490338262647,2,0.004821584526935263,0.6303492063492063,100000.0,0.8326588368418908
BETA,SRRD,1.0263850163366666,-2.360246420701563,3,-0.03272644624139809,1.999980000199998e-05,100000.0,0.0017491825081749185
BETA,SPRY4,1.05787925577,-0.08886732420765675,2,-0.0012322068080645732,0.9295238095238095,100000.0,0.9772346722076256
BETA,SPIN2B,1.0483247129200002,-0.7779453682094405,3,-0.010786749658064698,0.18897811021889782,100000.0,0.4553656942769415
BETA,SPSB2,1.0701879486800001,0.7988412943832889,2,0.011076486101935457,0.29079365079365077,100000.0,0.5750127220984105
BETA,SRPK1,1.0591052975800002,-0.00044462250830343275,3,-6.1649980644951086e-06,0.990130098699013,100000.0,0.997056178856883
BETA,SRM,1.04949199015,-0.6937607951656172,2,-0.009619472428064713,0.3596190476190476,100000.0,0.6392740224545103
BETA,ST6GALNAC6,1.0568870822766667,-0.16042333487503757,3,-0.0022243803013979324,0.8020719792802072,100000.0,0.9258178079430768
BETA,SPTAN1,1.0741164054066668,1.0821634082358778,3,0.015004942828601875,0.06897931020689793,100000.0,0.24826874365001206
BETA,STARD3,1.035049570235,-1.7353547910186613,2,-0.02406189234306466,0.012698412698412698,100000.0,0.08934860616276545
BETA,SPTSSB,1.0464311943366666,-0.9145068031382088,3,-0.012680268241398007,0.11559884401155988,100000.0,0.34388690126704174
BETA,SSU72,1.1188008038866666,4.304822868284754,3,0.05968934130860193,1.999980000199998e-05,100000.0,0.0017491825081749185
BETA,SPRY1,1.0747039487133334,1.1245373029245396,3,0.015592486135268757,0.06367936320636794,100000.0,0.2367940946440876
BETA,SSH3,1.0709451776633332,0.8534529984583613,3,0.011833715085268537,0.15595844041559584,100000.0,0.4071679163805377
BETA,KCNE3,1.0583109957,-0.057730041016561984,3,-0.0008004668780645652,0.938690613093869,100000.0,0.9813150105620971
BETA,KDELR2,1.0434108949766667,-1.132332188189326,3,-0.015700567601398152,0.04661953380466195,100000.0,0.1958278256871776
BETA,KCNJ11,1.06763080801,0.6144191280081565,2,0.008519345431935443,0.4147301587301587,100000.0,0.6873261939288041
BETA,JAGN1,1.05798310891,-0.08137738777656096,3,-0.00112835366806463,0.9109508904910951,100000.0,0.9711786793957661
BETA,KATNB1,1.0471278237166668,-0.8642655704491297,3,-0.01198363886139786,0.16035839641603583,100000.0,0.41444873967335977
BETA,ITPA,1.0564092781833334,-0.1948827868047723,3,-0.002702184394731244,0.7562124378756212,100000.0,0.9013152347644784
BETA,KDELR1,1.0492358721766666,-0.7122321417144687,3,-0.009875590401398071,0.23187768122318778,100000.0,0.5094202964024115
BETA,KCTD6,1.060770519215,0.11965193104634847,2,0.001659056636935441,0.864,100000.0,0.9536862592514624
BETA,KCTD9,1.0557776782333335,-0.2404340669623147,3,-0.0033337843447314164,0.7118528814711853,100000.0,0.8778964180520864
BETA,IVD,1.0522789102699999,-0.49276682871134275,3,-0.006832552308064788,0.4198558014419856,100000.0,0.6903185459577793
BETA,KCTD3,1.0505464828066666,-0.6177102976506913,3,-0.008564979771398029,0.30345696543034567,100000.0,0.5869934666420695
BETA,JAM3,1.04319735128,-1.1477330582380671,3,-0.015914111298064748,0.06553934460655393,100000.0,0.239936001644588
BETA,KCTD12,1.05906018656,-0.003698050109450198,3,-5.1276018064649875e-05,0.990330096699033,100000.0,0.997056178856883
BETA,JOSD1,1.0196008083796666,-2.849526632481753,3,-0.03951065419839783,0.006639933600663993,100000.0,0.05974573999115975
BETA,KHDC4,1.0325228953099999,-1.9175797537909418,3,-0.0265885672680648,0.003139968600313997,100000.0,0.037060951927592733
BETA,ITPR3,1.06288128619,0.2718814203386151,2,0.0037698236119354522,0.6984126984126984,100000.0,0.8713478690345032
BETA,KBTBD4,1.0611600423666667,0.14774452068226973,3,0.0020485797886020674,0.7974920250797493,100000.0,0.9235257521646946
BETA,KCTD7,1.0598699447833333,0.05470208701996423,3,0.0007584822052686402,0.9165308346916531,100000.0,0.9736247618756408
BETA,KCND1,1.0415617453800001,-1.2656937113037199,2,-0.01754971719806453,0.060444444444444446,100000.0,0.22934798746685947
BETA,KCNK6,1.0558321487133333,-0.2365056307824315,3,-0.003279313864731348,0.7068129318706813,100000.0,0.8762019193804379
BETA,ITPRIPL2,1.0522214622466668,-0.49691000669188595,3,-0.006890000331398083,0.4150358496415036,100000.0,0.6873261939288041
BETA,ITPRIPL1,1.0710216888733333,0.8589710222674242,3,0.011910226295268611,0.16193838061619384,100000.0,0.416807850756101
BETA,KDSR,1.0588442795166666,-0.019269365811524126,3,-0.0002671830613980575,0.984730152698473,100000.0,0.99635005963684
BETA,KCTD17,1.0553192070066666,-0.27349922361736106,3,-0.003792255571398062,0.6599534004659954,100000.0,0.8495661525574913
BETA,KBTBD8,1.0610595275566668,0.1404953461529015,3,0.0019480649786021154,0.8176518234817651,100000.0,0.9341913369378055
BETA,KCTD15,1.05679450961,-0.16709971835838675,3,-0.002316952968064445,0.8045719542804572,100000.0,0.9272902449476361
BETA,JPT2,1.07206993577,0.9345710726859554,3,0.012958473191935438,0.13823861761382386,100000.0,0.3805393591235525
BETA,JKAMP,1.06262164548,0.2531560123940552,3,0.003510182901935277,0.6710732892671073,100000.0,0.8543241612707598
BETA,KCTD11,1.0536873173799999,-0.391191857333511,3,-0.005424145198064778,0.5281347186528135,100000.0,0.7679309479133895
BETA,KCNA6,1.0506556375266667,-0.6098380088209695,3,-0.00845582505139797,0.3065569344306557,100000.0,0.590012419277479
BETA,KCTD20,1.0505122112766667,-0.6201819762258087,3,-0.008599251301397937,0.3021369786302137,100000.0,0.586007154112856
BETA,JTB,1.0610098696533334,0.13691399522535144,3,0.001898407075268782,0.8188318116818831,100000.0,0.9348000293655854
BETA,KCTD10,1.06547246719,0.45875859103805855,2,0.006361004611935339,0.528,100000.0,0.7679309479133895
BETA,JOSD2,1.07504773454,1.1493312955533983,2,0.015936271961935367,0.1246984126984127,100000.0,0.3579298711717484
BETA,IVNS1ABP,1.052495996345,-0.4771104807008173,2,-0.0066154662330646374,0.5274920634920635,100000.0,0.7677559639376913
BETA,KCNE5,1.0634400663333332,0.3121809024007153,3,0.004328603755268556,0.6000139998600014,100000.0,0.8132235592142221
BETA,KCNK5,1.0615793452750002,0.17798484012556637,2,0.0024678826969355416,0.7939047619047619,100000.0,0.9217855213617737
BETA,GCA,1.07343634421,1.0331170805823666,3,0.014324881631935238,0.1091189088109119,100000.0,0.3311429481125036
BETA,G3BP2,1.0457352829366666,-0.9646962547780182,3,-0.013376179641398034,0.0964790352096479,100000.0,0.3071735136307174
BETA,GAS1,1.0569755630133333,-0.15404206327353084,3,-0.0021358995647313694,0.8222317776822232,100000.0,0.9361273146856903
BETA,GABARAPL2,1.05223288248,-0.49608637418838475,3,-0.006878580098064635,0.4173558264417356,100000.0,0.6884560652696
BETA,GATD1,1.0629712318366666,0.2783683419260336,3,0.003859769258601986,0.6310936890631094,100000.0,0.8332877079978529
BETA,GABRB3,1.07201406859,0.9305419058568631,2,0.01290260601193527,0.21612698412698414,100000.0,0.49097314368171513
BETA,FZD9,1.0415638797633333,-1.265539778591758,3,-0.017547582814731344,0.023579764202357977,100000.0,0.12728185718758958
BETA,GCDH,1.0687133640233333,0.6924935677695658,3,0.009601901445268624,0.24839751602483975,100000.0,0.529226731107415
BETA,GABARAP,1.1048892539166666,3.301515458097073,3,0.045777791338601936,9.99990000099999e-05,100000.0,0.0046031118636182065
BETA,GCC1,1.073239066125,1.0188892939608212,2,0.014127603546935319,0.1765079365079365,100000.0,0.4374435853495077
BETA,GDE1,1.0533231151966667,-0.4174582870363705,3,-0.005788347381397996,0.5128548714512855,100000.0,0.7581860557324109
BETA,GBGT1,1.05166151209,-0.5372938706560685,3,-0.007449950488064738,0.3728762712372876,100000.0,0.6492486299504913
BETA,GAREM2,1.06713489051,0.5786533288222534,3,0.008023427931935334,0.3358566414335857,100000.0,0.6198358695881283
BETA,FZD5,1.05557552104,-0.25501373713073466,3,-0.003535941538064691,0.6851531484685153,100000.0,0.8642782132074888
BETA,GALK1,1.06037256696,0.09095143058425259,3,0.001261104381935274,0.8779312206877932,100000.0,0.9585208275129633
BETA,FZD8,1.0460741250433332,-0.9402588055192768,3,-0.013037337534731464,0.1110588894111059,100000.0,0.3348228358460986
BETA,GALNS,1.05668184598,-0.17522507139823004,3,-0.002429616598064843,0.7812121878781212,100000.0,0.9137998923608464
BETA,GAL,1.06344221715,0.31233602029228114,2,0.004330754571935325,0.6575238095238095,100000.0,0.8493137259038898
BETA,GAS2L1,1.0490843921900002,-0.7231569483280729,2,-0.010027070388064496,0.34514285714285714,100000.0,0.6288790476190477
BETA,GALNT2,1.0589502181166666,-0.011629025041864435,3,-0.00016124446139809123,0.994910050899491,100000.0,0.9976291805417379
BETA,GALNT7,1.0635694428233333,0.3215115946241576,3,0.004457980245268667,0.5864141358586414,100000.0,0.8074314536162271
BETA,GBA2,1.037636641305,-1.5487740303693736,2,-0.02147482127306466,0.006349206349206349,100000.0,0.05766371623069442
BETA,GALE,1.0703610627933333,0.8113263642058418,3,0.011249600215268662,0.1952580474195258,100000.0,0.46453839612175213
BETA,GANAB,1.05484842867,-0.3074519747307926,3,-0.004263033908064706,0.6252537474625254,100000.0,0.8291114481214193
BETA,G6PC3,1.0556883269833335,-0.2468781203875554,3,-0.003423135594731397,0.7020329796702033,100000.0,0.8732239283633315
BETA,FZD2,1.0574655531900001,-0.1187037453845069,2,-0.001645909388064526,0.8947301587301587,100000.0,0.9648964202532637
BETA,FZD1,1.052337060088,-0.48857303697524396,3,-0.006774402490064668,0.45517544824551753,100000.0,0.7193647398545892
BETA,FZD7,1.0664967198966666,0.5326281693898233,3,0.0073852573186019566,0.3812761872381276,100000.0,0.6580378572993957
BETA,GALT,1.0398410777966667,-1.3897890522650742,3,-0.019270384781397976,0.007239927600723992,100000.0,0.06357470561840567
BETA,G6PD,1.06634795918,0.521899477784765,3,0.007236496601935372,0.3771562284377156,100000.0,0.6538371405185849
BETA,GAA,1.05555731549,-0.2563267298066758,2,-0.003554147088064674,0.7575873015873016,100000.0,0.90221995383532
BETA,GADD45GIP1,1.162144544305,7.430793449617842,2,0.10303308172693537,0.00025396825396825396,100000.0,0.006102215245072388
BETA,GCLM,1.0628291450633334,0.268120978197159,3,0.003717682485268714,0.6501534984650154,100000.0,0.8442892730465114
BETA,GABRQ,1.063326281635,0.3039746973948058,2,0.004214819056935326,0.6648888888888889,100000.0,0.8517823673974252
BETA,GCSH,1.07917798509,1.4472068731621526,3,0.020066522511935414,0.02069979300206998,100000.0,0.11871500957121578
BETA,GCHFR,1.0612623516233333,0.15512311153417654,3,0.0021508890452686114,0.7831521684783153,100000.0,0.9149857586504943
BETA,FYTTD1,1.04252360745,-1.1963237744893107,3,-0.01658785512806471,0.03547964520354797,100000.0,0.164705401778254
BETA,MMP9,1.07831424669,1.3849136607557317,3,0.019202784111935323,0.022579774202257978,100000.0,0.12433167615054408
BETA,MRFAP1,1.0678412009666667,0.6295927652326353,3,0.008729738388602026,0.2938370616293837,100000.0,0.578545461731335
BETA,MPV17L2,1.0692929905600002,0.7342965013487286,2,0.010181527981935501,0.3398095238095238,100000.0,0.6230553658780074
BETA,MMP17,1.03495115459,-1.7424525727985358,3,-0.02416030798806479,0.0007599924000759993,100000.0,0.013969851252870123
BETA,MLEC,1.0461565737866667,-0.9343125640634113,3,-0.012954888791397945,0.11641883581164188,100000.0,0.3448016044729495
BETA,MITD1,1.14349000692,6.085419596067744,3,0.08437854434193537,3.999960000399996e-05,100000.0,0.0024988321545355973
BETA,MON1B,1.0334701856466666,-1.8492607371158414,3,-0.02564127693139806,0.00021999780002199978,100000.0,0.006102215245072388
BETA,MPI,1.05363959649,-0.39463350996466806,3,-0.005471866088064603,0.5198348016519835,100000.0,0.7625062907512801
BETA,MMD,1.0615474247733334,0.17568271879989508,3,0.0024359621952687593,0.7651123488765113,100000.0,0.905748863464262
BETA,MMGT1,1.0407258273566666,-1.3259805052934877,3,-0.0183856352213978,0.01931980680193198,100000.0,0.11393865832076676
BETA,MOB1A,1.0681523335499998,0.6520317908683342,3,0.009040870971935178,0.27599724002759973,100000.0,0.5586373203613486
BETA,MPHOSPH6,1.05227500594,-0.4930484107945182,2,-0.0068364566380647585,0.5094603174603175,100000.0,0.7555943592518122
BETA,MLH1,1.0643817370866666,0.38009463212988476,3,0.0052702745086019576,0.5230347696523034,100000.0,0.7642226885449154
BETA,MLST8,1.07831988736,1.385320468481801,3,0.019208424781935296,0.02195978040219598,100000.0,0.12209805428964148
BETA,MKS1,1.0532131333066668,-0.4253902317485965,3,-0.005898329271397884,0.4871951280487195,100000.0,0.7409161171820728
BETA,MPZ,1.04582781593,-0.9580227325537953,2,-0.013283646648064584,0.20901587301587302,100000.0,0.48310064096110605
BETA,MOB3C,1.0613545008766667,0.16176895825233087,3,0.0022430382986020625,0.7726522734772652,100000.0,0.910484611133409
BETA,MRFAP1L1,1.0341365067200001,-1.8012053535042971,3,-0.02497495585806453,0.002939970600293997,100000.0,0.03596221380443538
BETA,MKKS,1.0543879124933333,-0.34066461412448534,3,-0.004723550084731354,0.5859541404585954,100000.0,0.8071582024337237
BETA,MOGS,1.0496542935766666,-0.682055397059384,3,-0.009457169001398036,0.2662173378266217,100000.0,0.5492655901466462
BETA,MOSPD1,1.05460445231,-0.32504766251730915,3,-0.0045070102680644375,0.6017139828601714,100000.0,0.814264350006972
BETA,MRC2,1.0751667557266666,1.157915158516869,3,0.01605529314860199,0.05051949480505195,100000.0,0.20597393452565865
BETA,MPV17,1.0483056446333334,-0.7793205818523142,3,-0.010805817944731233,0.1902980970190298,100000.0,0.45748959772634273
BETA,MPST,1.06791646513,0.6350208514600327,3,0.008805002551935281,0.3025169748302517,100000.0,0.586173766086885
BETA,MMP14,1.0621909035066668,0.22209070229876063,3,0.0030794409286021285,0.6999330006699933,100000.0,0.8723976092147302
BETA,MRI1,1.0555800415033334,-0.25468771922693895,3,-0.0035314210747312558,0.6922930770692293,100000.0,0.8686937233927517
BETA,MIX23,1.0437238718766668,-1.1097601495836475,3,-0.015387590701398057,0.04811951880481195,100000.0,0.19983538056357328
BETA,MLF2,1.07416177198,1.0854352664614741,3,0.015050309401935413,0.07095929040709593,100000.0,0.2518709228492131
BETA,MPG,1.0525320215433334,-0.47451232675540717,3,-0.006579441034731293,0.43489565104348954,100000.0,0.7024828053048864
BETA,MKNK2,1.0819071755266667,1.6440373481865678,3,0.022795712948602276,0.010839891601083989,100000.0,0.0813782763459919
