PPIL4,MAK16
PPP1CA,EIF3M
PPP1CB,WDR4
PPP1R10,AAGAB
PPP1R11,BUD13
PPP1R12A,RPL10A
PPP1R14B,SPDL1
PPP1R15B,EIF3A
PPP1R2,CLSPN
PPP1R7,UFD1
PPP1R8,EIF5B
PPP2CA,RPL14
PPP2R1A,OXLD1
PPP2R3C,EIF3F
PPP4C,NEPRO
PPRC1,SRPRB
PPWD1,DNA2
PRAC1,ARHGDIG
PRC1,OSBP
PRCC,RBM39
PRDM10,RPL4
PRDX2,GDAP2
PREB,SUGT1
PRELID1,ESS2
PRELID3B,MCM10
PRIM1,USP39
PRIM2,MRPS33
PRKDC,IFI27L1
PRKRA,GFM1
PRMT1,RRN3
PRMT5,FIGNL1
PRPF18,TUBGCP3
PRPF19,VPS33A
PRPF3,ZBTB8OS
PRPF31,NAA35
PRPF38A,RPS6KB1
PRPF38B,NAA20
PRPF39,RBM17
PRPF4,RPL24
PRPF40A,GGPS1
PRPF4B,SMG5
PRPF6,MRPS9
PRPF8,GTF3C3
PRR13,HAUS4
PRR20G,RPL5
PRRC2A,VMA21
PRUNE1,IRF2BP1
PSMA1,SLC9A5
PSMA2,RPS2
PSMA3,MED18
PSMA4,TOMM22
PSMA5,MRPS31
PSMA6,DYNC1I2
PSMA7,SRP14
PSMB1,DNAJC8
PSMB2,NCSTN
PSMB3,CDK1
PSMB4,TOMM40
PSMB5,MRPL12
PSMB6,BCKDHA
PSMB7,NUP42
PSMC1,NUDCD3
PSMC2,TUBE1
PSMC3,PSMC2
PSMC4,RRP36
PSMC5,BANP
PSMC6,HJURP
PSMD1,STARD7
PSMD11,MDN1
PSMD12,RPL34
PSMD13,TOE1
PSMD14,PRPF39
PSMD2,GEMIN6
PSMD3,WDR89
PSMD4,SNAP23
PSMD6,SGCB
PSMD7,TRNT1
PSMD8,WDR55
PSMG2,NPLOC4
PSMG3,LIAS
PSMG4,ATP5ME
PTCD3,IMP3
PTK2,POT1
PTMA,UTP6
PTMS,MRPL41
PTPA,STT3A
PTPN11,YEATS2
PTPN23,SGO1
PTTG1,SMC5
PTTG1IP2,NDUFB4
PUF60,ANKLE2
PWP1,SACM1L
PWP2,USP5
PYDC5,COPB1
PYROXD1,RITA1
PYURF,DESI1
QARS1,SQLE
RAB1A,MPHOSPH10
RAB1B,TKFC
RAB7A,RPL6
RABGGTA,CCDC174
RABGGTB,RPL18A
RABL2A,MRPL38
RAC1,LSM3
RACGAP1,MRPS34
RACK1,GLE1
RAD1,SEH1L
RAD17,SLU7
RAD21,BUB1B
RAD51,ATP5PD
RAD51C,EIF3L
RAD51D,PMPCB
RAD9A,MRPL30
RAE1,NDUFB5
RAN,UTP14A
RANBP1,PPIL4
RANBP2,NSRP1
RANGAP1,ELP3
RAP1B,PAK1IP1
RARS1,RNASEK
RBBP4,NUBP1
RBBP5,IK
RBBP6,SAR1A
RBBP8,RPS27
RBM14,NDUFA7
RBM17,B4GALT5
RBM19,FNTA
RBM22,POLR3C
RBM25,MRPL14
RBM28,HAX1
RBM39,RBM14
RBM42,PRRC2A
RBM48,MRPS23
RBM8A,PPP1R35
RBMX,RPAP3
RBMX2,ACTR1A
RBMXL1,CDH2
RBX1,BCAS2
RCC1,LSM2
RCL1,POMP
RDM1,FANCD2
RELA,CTR9
REV3L,FUNDC1
RFC1,UBE2L3
RFC2,EXOC5
RFC3,PSMC3
RFC4,TTI2
RFC5,ATAD5
RFT1,FXN
RFWD3,SPCS3
RGP1,NUP205
RGPD4,TRAPPC10
RHEB,DDOST
RHOQ,WDR18
RICTOR,CIAO3
RINT1,RPL35
RIOK1,IARS1
RIOK2,SMC2
RMI1,SNRPE
RNF113A,CHMP2A
RNF168,MARVELD1
RNF20,RPL23A
RNF212B,SEC13
RNF4,IPO7
RNF40,U2AF1
RNF8,PPAN
RNGTT,FCF1
RNMT,KIF20A
RNPC3,PRELID3B
RNPS1,GET4
ROMO1,COQ4
RPA1,RPS17
RPA2,BRIX1
RPA3,RPS13
RPAIN,NUP62
RPAP1,GPN3
RPAP2,EMC4
RPAP3,VBP1
RPE,SF3B2
RPF1,NAT10
RPF2,CDAN1
RPL10,PTAR1
RPL10A,RBMX2
RPL11,WDR75
RPL12,SPAG5
RPL13,TIMM44
RPL13A,RWDD4
RPL14,PPP6C
RPL15,RPL10
RPL17,THOC3
RPL18,MRPL15
RPL18A,ZFYVE21
RPL19,ZNF622
RPL21,TOMM20
RPL22,RPS20
RPL23,FAM136A
RPL23A,CHORDC1
RPL24,PDCD11
RPL26,MANSC1
RPL26L1,LSM10
RPL27,TRAPPC3
RPL27A,DAD1
RPL28,ROMO1
RPL3,ATP5F1B
RPL30,NOP10
RPL31,OGFOD1
RPL32,GPATCH4
RPL34,HSPA14
RPL35,PWP1
RPL35A,TUBGCP4
RPL36,ESF1
RPL36A,NUTF2
RPL36AL,INTS15
RPL37,RRP9
RPL37A,UPF2
RPL38,YAE1
RPL39,PRCC
RPL4,STIL
RPL5,RPS18
RPL6,FDFT1
RPL7,RPS3A
RPL7A,CNTROB
RPL7L1,PSMG3
RPL8,GBF1
RPL9,MRPL9
RPLP0,SNRNP27
RPLP1,CDK9
RPLP2,CDC27
RPN1,PTPRU
RPN2,DBF4
RPP14,RPS28
RPP21,EIF2S1
RPP30,FAU
RPP38,SMC4
RPP40,GTF2E1
RPS10,AREL1
RPS11,CLASRP
RPS12,RPS8
RPS13,SEC62
RPS14,PTCD3
RPS15,GINS1
RPS15A,KIF23
RPS16,SPOUT1
RPS17,MCM8
RPS18,EIF3J
RPS19,NAA50
RPS19BP1,MED7
RPS2,MRTO4
RPS20,CENPH
RPS21,MCMBP
RPS23,DCTN5
RPS24,BOD1L1
RPS25,NIP7
RPS27A,HSD17B7
RPS28,SERBP1
RPS29,ATP5MF
RPS3,SMC3
RPS3A,MRPL35
RPS4X,TRAPPC5
RPS5,PKMYT1
RPS6,RACGAP1
RPS7,EXOC3
RPS8,SPSB3
RPS9,DCAF16
RPSA,ATP6V0D1
RPTOR,PTRH2
RRAGA,ATL2
RRM1,NGDN
RRM2,ZWINT
RRN3,DLGAP5
RRP1,NOC3L
RRP12,MTRF1L
RRP15,SMC6
RRP36,MRPS14
RRP7A,SEC61G
RRP9,PRPF4B
RRS1,GRWD1
RSAD1,HMGCS1
RSL1D1,NAE1
RSL24D1,PLK1
RSPH9,NDUFAB1
RSRC2,CTNNBL1
RTCB,ANKRA2
RTEL1,DPAGT1
RTF1,KRI1
RTF2,LSM11
RTN4IP1,ATP2A2
RTRAF,RBBP4
RUVBL1,EXOSC1
RUVBL2,PXN
SACM1L,DONSON
SAE1,ATP5PO
SAMM50,MTX2
SAP130,TTI1
SAP18,EIF3G
SAP30BP,PRPF3
SARNP,EEF1G
SARS1,GEMIN8
SARS2,KNTC1
SART1,ELP4
SART3,RPS10
SASS6,ATP5F1A
SBDS,URM1
SBNO1,PSMD4
SCAMP1,SF3B5
SCD,CSE1L
SCFD1,ATP6V1A
SCNM1,SNUPN
SCYL1,PRPF8
SDAD1,MFAP1
SDE2,RPLP1
SDHC,PPIL2
SDHD,ISCU
SEC13,RPL18
SEC16A,PI4KB
SEC22B,UBR4
SEC61A1,UBAP2L
SEC61B,SLC25A37
SEC61G,PPWD1
SEC63,ACTL6A
SEH1L,DCTN2
SEM1,SF3B4
SEMA3B,RPS11
SENP6,PRDX5
SEPHS2,MOSPD2
SEPTIN7,PHAX
SERBP1,PGGT1B
SETD1A,POLD3
SETD2,RBFA
SF1,DNM2
SF3A1,MRPS27
SF3A2,DR1
SF3A3,FANCE
SF3B1,POLD2
SF3B2,TEDC1
SF3B3,PISD
SF3B4,BRI3
SF3B5,ATP6V1E1
SF3B6,VPS28
SFPQ,MDM4
SFSWAP,GTF2A1
SGO1,POLA2
SHLD3,ZNHIT3
SHOX,SLX9
SHQ1,NCAPG2
SIGLEC11,SF3A1
SIN3A,LSM6
SINHCAF,SOD1
SKA1,RAB1A
SKA2,EFTUD2
SKA3,PNN
SKIC8,LTO1
SKP1,HCCS
SKP2,RPL36
SLBP,SRP54
SLC22A24,RPL17
SLC25A3,CENATAC
SLC25A38,YJU2
SLC25A5,RACK1
SLC35B1,ZNHIT6
SLC35F4,ARCN1
SLC38A2,CCT6A
SLC39A10,HAUS3
SLC39A7,NFS1
SLC3A2,DGCR8
SLC46A1,SNRNP25
SLC4A7,ANAPC13
SLC7A6OS,TUFM
SLC9B1,RPP14
SLFNL1,RPL38
SLU7,RPS7
SLX4,PSMB2
SMARCA5,CDK12
SMARCB1,HARS2
SMARCE1,CDC20
SMC1A,VRTN
SMC2,JPH1
SMC3,CDC25A
SMC4,MRPS35
SMC5,CDT1
SMC6,TRIM66
SMG1,ATRIP
SMG5,EIF3I
SMG6,SMU1
SMG7,CENPM
SMG8,TEDC2
SMIM3,HNRNPA1
SMNDC1,SPC24
SMR3B,DDX52
SMS,EEF1A1
SMU1,PSMA4
SNAPC1,TFIP11
SNAPC2,MRPS25
SNAPC3,MRPL22
SNAPC4,PHB2
SNAPC5,SF3B6
SNF8,RCL1
SNIP1,CDC7
SNRNP200,PPP1R11
SNRNP25,PRPF40A
SNRNP27,UBA52
SNRNP35,SNRPG
SNRNP40,FDPS
SNRNP48,USP8
SNRNP70,PDCD7
SNRPA1,ZCRB1
SNRPB,HSPA9
SNRPB2,TPRKB
SNRPC,LAS1L
SNRPD1,NEDD8
SNRPD2,MLST8
SNRPD3,CINP
SNRPE,TRAPPC11
SNRPF,GEMIN2
SNRPG,PPP2R2A
SNU13,EIF2B1
SNUPN,SLX4
SNW1,ALG11
SOD1,NOL6
SON,CEP295
SOWAHC,RUVBL2
SPAG5,NCAPD2
SPATA31A6,GNPAT
SPATA5,KIF2C
SPATA5L1,PSMD7
SPC24,KNL1
SPC25,DCTN4
SPCS2,SARS1
SPCS3,CFAP119
SPDL1,HSPD1
SPDYE1,GAR1
SPDYE3,GRPEL1
SPINT1,RPL26
SPON1,NVL
SPOUT1,TECPR2
SPRR1B,POLR1E
SPRR2G,MCM9
SPRTN,URB1
SPRYD4,EIF6
SPTLC1,HINFP
SRBD1,PFDN2
SRCAP,RPP30
SRF,RNPS1
SRFBP1,HAUS1
SRP14,HSD17B12
SRP19,SNRPC
SRP54,CENPE
SRP68,RPS12
SRP72,RPL23
SRP9,MRPS17
SRPRA,GPKOW
SRPRB,WDR36
SRRM1,COPS6
SRRM2,ORC2
SRRT,NEFL
SRSF1,YKT6
SRSF10,CHEK2
SRSF11,SEC63
SRSF2,TTK
SRSF3,POLR2A
SRSF6,MFN2
SRSF7,TTF1
SS18L2,PSMD12
SSB,LSG1
SSRP1,RPN2
SSU72,RANBP2
SSX5,SNRNP48
STARD7,NOL8
STIL,PSMC1
STRAP,LSM14B
STX18,RPS19
STX5,MRPL24
STXBP3,SRP19
SUDS3,RPL15
SUGP1,USE1
SUGT1,RPL32
SUMO2,HAUS5
SUPT16H,DKC1
SUPT4H1,DBR1
SUPT5H,TUBB
SUPT6H,LAGE3
SUPV3L1,POP1
SURF6,WASHC5
SUZ12,RBM22
SVBP,MVK
SYF2,TBCD
SYMPK,SURF6
SYS1,WDR3
SYVN1,INTS14
TADA2A,TRAPPC1
TAF1,SRP9
TAF10,RTF1
TAF12,RPS25
TAF13,RPL8
TAF1A,RPL7
TAF1B,PRPF38A
TAF1C,RPL27
TAF1D,NPR2
TAF2,NDUFB1
TAF5,BMS1
TAF6,MRPS10
TAF7,PSME3
TAF8,DUSP12
TANGO6,NUFIP1
TARDBP,CIAO2B
TARS1,NUP133
TBC1D28,NCAPD3
TBCA,RPS19BP1
TBCB,MRPL16
TBCC,CSTF3
TBCD,NCAPH
TBCE,PSMC5
TBL3,IMP4
TBP,TICRR
TCERG1,WAPL
TCOF1,BOP1
TCP1,RPL30
TEFM,NSMCE3
TELO2,IPO13
TERF2,EIF3E
TEX10,CDC23
TEX48,RPS6
TEX49,TUBA1B
TEX52,RNASEH2C
TFAM,CFDP1
TFB2M,EFL1
TFIP11,MED22
TFRC,BDP1
TGS1,CMC2
THAP1,MUTYH
THG1L,HNRNPC
THOC1,MCL1
THOC2,WDR33
THOC3,GEMIN5
THOC5,RPSA
THOC6,RPL37
THOC7,NOP53
TICRR,FASN
TIGD3,KARS1
TIMELESS,DHDDS
TIMM10,RIOK2
TIMM13,ABCE1
TIMM22,TRMT6
TIMM23,CTU1
TIMM29,MARCHF6
TIMM44,SNIP1
TIMM9,RPS23
TINF2,RPN1
TIPIN,RPS14
TLCD1,TOMM70
TLE7,TIMELESS
TLK2,ATXN7
TMA16,SEC61B
TMED10,SRPRA
TMED2,RPF2
TMEM183A,TIPRL
TMEM199,EXOSC2
TMEM242,RBM28
TMEM258,NUP58
TMEM41B,EIF5A
TMSB10,RNF25
TNPO1,HAUS2
TNPO3,WDR5
TOMM20,CDC123
TOMM22,EIF2B5
TOMM40,PSMB6
TONSL,POP5
TOP1,LRRC57
TOP2A,ANAPC2
TOP3A,SPPL2B
TOPBP1,VCP
TOX4,NRDE2
TP53RK,EIF2B2
TPI1,BCL2L1
TPR,ALG2
TPRKB,TRAIP
TPT1,SYMPK
TPX2,MRPL3
TRA2B,REV3L
TRAIP,CCP110
TRAPPC1,WDR43
TRAPPC11,RPL31
TRAPPC3,PSMD1
TRAPPC4,RPL39
TRAPPC5,USP37
TRAPPC8,GINS2
TRIAP1,ABCB7
TRIM37,EIF1AX
TRIM43,RTRAF
TRMT10C,PITPNB
TRMT112,VARS1
TRMT5,PHB1
TRNT1,HSPE1
TROAP,TBL3
TRPM7,GOLT1B
TRRAP,GPATCH1
TSEN2,PGS1
TSEN34,CCT4
TSEN54,TPX2
TSFM,ANAPC4
TSG101,MRPL39
TSGA10,INCENP
TSR1,SRRM2
TSR2,SNRPD1
TTC1,SAMM50
TTC27,RBM42
TTC4,SBNO1
TTF1,PNISR
TTF2,TUBGCP2
TTI1,C18orf21
TTI2,DCTN6
TTK,NUP98
TUBA1B,CCT2
TUBA1C,ATP5F1E
TUBA3D,DYNLRB1
TUBB,SDAD1
TUBG1,GINS4
TUBG2,PUM1
TUBGCP2,SAE1
TUBGCP3,NOP58
TUBGCP4,UTP15
TUBGCP5,PAQR8
TUBGCP6,PABPN1
TUFM,LTV1
TUT1,TCP1
TXN,FAM98B
TXNDC9,MRPL28
TXNL4A,MAD2L1
TXNL4B,GIGYF2
U2AF1,ATXN10
U2AF2,UBE2C
U2SURP,TIMM9
UBA1,YTHDC1
UBA2,GPS1
UBA3,RRP1
UBA52,TIMM13
UBA6,SF3A2
UBAP1,HTRA2
UBE2C,CPSF4
UBE2D3,CDC42
UBE2I,TTC1
UBE2L3,DCTN3
UBE2L5,CEPT1
UBE2M,CSTF1
UBE2N,RPL7A
UBE2O,CFAP20
UBE2Z,C1orf131
UBL5,CCDC121
UBQLN4,PFDN1
UBR4,PSMA1
UBTF,SNRNP35
UFC1,HSD17B10
UFD1,INTS7
UHRF1,RPL9
UNC119,RPS3
UNC50,GINS3
UNC93B1,ACTR10
UPF1,R3HDM2
UPF2,PRPF6
UQCC3,AAMP
UQCR11,FBRS
UQCRC1,PRPF19
UQCRFS1,SYF2
UQCRQ,EXOC2
URB1,CCT7
URB2,PET100
URI1,COPA
URM1,RBM8A
UROD,GEMIN7
USB1,RPS15A
USE1,CDCA8
USO1,RFC5
USP10,
USP18,
USP36,
USP37,
USP39,
USP5,
USP7,
USP8,
USPL1,
UTP11,
UTP15,
UTP18,
UTP20,
UTP23,
UTP25,
UTP3,
UTP4,
UTP6,
UXT,
VARS1,
VARS2,
VBP1,
VCL,
VCP,
VDAC1,
VEZT,
VHL,
VIRMA,
VMP1,
VPS13D,
VPS16,
VPS18,
VPS25,
VPS28,
VPS29,
VPS35,
VPS36,
VPS37A,
VPS41,
VPS51,
VPS52,
VPS54,
VPS72,
VRK1,
VTI1B,
WAC,
WAPL,
WARS1,
WARS2,
WBP1,
WBP11,
WDHD1,
WDR1,
WDR12,
WDR18,
WDR25,
WDR26,
WDR3,
WDR33,
WDR36,
WDR43,
WDR46,
WDR5,
WDR55,
WDR64,
WDR7,
WDR70,
WDR74,
WDR75,
WDR76,
WDR77,
WDR82,
WDR83,
WEE1,
WNK1,
WTAP,
XAB2,
XPO1,
XPO5,
XPOT,
XRCC5,
XRCC6,
XRN1,
XRN2,
YAE1,
YARS1,
YARS2,
YBX1,
YEATS2,
YEATS4,
YJU2,
YJU2B,
YKT6,
YPEL1,
YPEL5,
YRDC,
YTHDC1,
YWHAZ,
YY1,
ZAN,
ZBTB11,
ZBTB17,
ZBTB8OS,
ZC3H13,
ZC3H18,
ZC3H3,
ZC3H8,
ZCCHC9,
ZCRB1,
ZFC3H1,
ZMAT2,
ZMAT5,
ZNF131,
ZNF143,
ZNF207,
ZNF236,
ZNF335,
ZNF407,
ZNF431,
ZNF487,
ZNF492,
ZNF574,
ZNF593,
ZNF830,
ZNG1B,
ZNHIT2,
ZNHIT3,
ZNHIT6,
ZPR1,
ZRSR2,
ZSCAN26,
